object_id,ein,RgnTxt,PrpsOfGrntTxt,CshGrntAmt,MnnrOfCshDsbrsmntTxt
201532889349300523,631222148,"NORTH AMERICA - CANADA AND MEXICO, BUT",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,RUSSIA & THE NEWLY INDEPENDENT STATES -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,CENTRAL AMERICA AND THE CARIBBEAN -,FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201532889349300523,631222148,"SUB-SAHARAN AFRICA - ANGOLA,",FUNDING FOR MISSIONARY SCHOOL EDUCATING MINISTERS,WIRE TRANSFER
201503209349316020,116039909,MIDDLE EAST AND NORTH AFRICA,PROMOTING JEWISH EDUCATION,1507072,WIRE/CHECK
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"QUEENSLAND BRAIN INSTITUTE, MARSHALL LABORATORY, UQ FOR LANTERN FISH PROJECT",405000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"THE DOW CENTRE FOR SUSTAINABLE ENGINEERING INNOVATION, UQ FOR THE OPERATIONS OF THE DOW CENTRE.",2000000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,SUPPORT AUSTRALIAN INSTITUTE OF BUSINESS AND ECONOMICS,235000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,THE MCLENNAN AND HOWES COLLABORATIVE SCHOLARSHIP,60000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"ENDOWED SCHOLARSHIPS, EMERGING NEEDS, VARIOUS FACULTIES, DEPARTMENTS AND COLLEGES",59703,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,THE CENTRE FOR SOCIAL RESPONSIBILITY IN MINING (CSRM) AT SMI FOR RESEARCH ON THE EFFECTIVENESS AND OUTCOMES OF CERTIFICATION SCHEMES IN THE MINING SECTOR.,125000,WIRE,FMV
201513169349303856,274495703,EAST ASIA AND THE PACIFIC,"THOMAS A. PLEIN ENDOWED SCHOLARSHIP FOR US CITIZEN(S) STUDYING IN EITHER THE SCHOOL OF BUSINESS, ECONOMICS OR LAW AT THE BUSINESS ECONOMICS AND LAW FACULTY.",27500,WIRE,FMV
201523159349300987,260069167,FUND SALARY OF PROF,10800,CHECK
201533209349315408,260833212,CHARITABLE,28934,WIRE TRANSFER
201533039349301303,912163512,SCHOOL AID,EFT
201533359349301118,841567873,Cuba,Training Support,10100,Wire Trnsfr
201533359349301118,841567873,Malawi,Training Support,11157,Wire Trnsfr
201533359349301118,841567873,Mexico,Training Support,28500,Wire Trnsfr
201533359349301118,841567873,USA Latinos,Training Support,10143,Wire Trnsfr
201513439349300141,980042539,"North America (including Canada and Mexico, but not the United States)","Since we are a Canadian organization, all of our grants are paid in Canada, which is outside the US. Our grants are to support student organizations, federated colleges, and other Universities performing research (subgrants).",1568737,Cheque,0
201522939349300037,580593438,East Asia,American Cultural,10000,Wire
201522859349300807,954749034,SUPPORT UNIVERSITY,CASH WIRE TRANSFER
201503499349300305,237069575,"North America (including Canada and Mexico, but not the United States)",research,5241987,cheque,0
201503519349300545,730739626,Central America and the Caribbean,Ministry support,150000,Check
201503519349300545,730739626,Middle East and North Africa,Pastoral training,5032,Check
201503519349300545,730739626,Europe (Including Iceland & Greenland),Ministry networking,7800,ACH payment
201503519349300545,730739626,Sub-Saharan Africa,Church building,5011,ACH payment
201620339349301002,042111203,East Asia and the Pacific,Research,63660,wire transfer,0
201620339349301002,042111203,Europe (including Iceland and Greenland),Research,45690,check,0
201620339349301002,042111203,"North America (including Canada and Mexico, but not the United States)",Research,41587,check,0
201620339349301002,042111203,South Asia,Research,18343,check,0
201620339349301002,042111203,South America,Research,24796,wire transfer,0
201620309349300107,454135256,EUROPE (INCLUDING ICELAND & GREENLAND),DIABETES RESEARCH,79926,WIRE TRANSFER
201640359349301314,951744369,"Sub-Saharan Africa - Angola, Benin, Botswana, Burkina, Faso,",Foreign studies,1867000,Wire Transfer
201543459349300904,986001141,"North America (including Canada and Mexico, but not the United States)",Research,56722000,Wire Cheque Draft,0
201543459349300904,986001141,Sub-Saharan Africa,Research,685000,Wire Cheque Draft,0
201543459349300904,986001141,East Asia and the Pacific,Research,193000,Wire Cheque Draft,0
201543459349300904,986001141,South Asia,Research,128000,Wire Cheque Draft,0
201543459349300904,986001141,Central America and the Caribbean,Research,63000,Wire Cheque Draft,0
201543459349300904,986001141,South America,Research,49000,Wire Cheque Draft,0
201543459349300904,986001141,Europe (including Iceland and Greenland),Research,27000,Wire Cheque Draft,0
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,119312,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,119607,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,120500,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,121712,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,125327,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,127273,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,129052,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,130706,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,131285,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,132767,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,133978,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,137510,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,144394,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,146465,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,147866,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,148210,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,151014,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,154836,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,157793,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,160119,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,163390,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,166722,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,168814,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,169061,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,172867,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,174710,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,177296,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,181530,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,185007,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,191617,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,192287,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,200000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,201810,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,207595,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,208220,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,209215,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,210725,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,211162,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,214259,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,216313,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,218532,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,220907,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,224815,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,225025,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,231823,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,232165,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,241405,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,243533,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,247903,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,281018,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,283079,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,285879,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,292350,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,304832,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,314677,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,322714,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,359392,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,366608,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,370618,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,377926,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,386066,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,391810,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,396817,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,399771,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,401273,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,410506,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,471510,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,480350,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,488537,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,514337,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,532043,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,557615,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,575037,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,610813,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,628003,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,638188,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,688376,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,707602,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,750358,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,766348,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,789935,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,815561,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,841153,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,854084,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,864091,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,864863,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,902396,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,917380,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,943939,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,978320,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,989805,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1036149,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1043161,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1060074,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1279938,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1316226,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1457440,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1502476,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1622621,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1922109,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,1979609,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2055113,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2350220,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2653542,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,2854032,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,3113964,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,3710570,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,4212064,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,SUB-SAHARAN AFRICA,SPONSORED RESEARCH - SUB AWARD,4736895,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,760000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,50000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,186938,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA (EX. US),SPONSORED RESEARCH - SUB AWARD,18124,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,314479,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,626433,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,1633904,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EAST ASIA AND THE PACIFIC,SPONSORED RESEARCH - SUB AWARD,30000,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,25989,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,34643,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,22038,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,NORTH AMERICA,SPONSORED RESEARCH - SUB AWARD,22024,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,69261,WIRE TRANSFER,N/A,N/A
201611329349302326,520595110,EUROPE (INC. ICELAND & GREENLAND),SPONSORED RESEARCH - SUB AWARD,35640,WIRE TRANSFER,N/A,N/A
201620979349300707,581216007,Europe (Including Iceland and Greenland),Support,10000,Wired,Donation,Cash
201600979349300030,590624458,Central America & the Caribbean,Research,22703,Wire Transfer,N/A,N/A
201600979349300030,590624458,Central America & the Caribbean,Research,794389,Wire Transfer,N/A,N/A
201600979349300030,590624458,East Asia & the Pacific,Research,12581,Check,N/A,N/A
201600979349300030,590624458,East Asia & the Pacific,Research,12431,Wire Transfer,N/A,N/A
201600979349300030,590624458,Europe,Research,31294,Check,N/A,N/A
201600979349300030,590624458,Europe,Research,97311,Check,N/A,N/A
201600979349300030,590624458,Europe,Research,225802,Check,N/A,N/A
201600979349300030,590624458,Europe,Research,47778,Check,N/A,N/A
201600979349300030,590624458,Europe,Research,86383,Check,N/A,N/A
201600979349300030,590624458,Europe,Research,35411,Check,N/A,N/A
201600979349300030,590624458,Europe,Research,23925,Check,N/A,N/A
201600979349300030,590624458,Europe,Research,25200,Wire Transfer,N/A,N/A
201600979349300030,590624458,Europe,Research,73728,Wire Transfer,N/A,N/A
201600979349300030,590624458,Europe,Research,24723,Wire Transfer,N/A,N/A
201600979349300030,590624458,Europe,General Support,10000,Wire Transfer,N/A,N/A
201600979349300030,590624458,Middle East & North Africa,Research,33734,Check,N/A,N/A
201600979349300030,590624458,Middle East & North Africa,Research,58540,Check,N/A,N/A
201600979349300030,590624458,Middle East & North Africa,Research,96934,Wire Transfer,N/A,N/A
201600979349300030,590624458,North America,Research,194877,Check,N/A,N/A
201600979349300030,590624458,North America,Research,16173,Check,N/A,N/A
201600979349300030,590624458,North America,Research,5610,Check,N/A,N/A
201600979349300030,590624458,South America,Research,6000,Check,N/A,N/A
201600979349300030,590624458,South America,Research,19566,Check,N/A,N/A
201600979349300030,590624458,South America,Research,57000,Wire Transfer,N/A,N/A
201600979349300030,590624458,South America,Research,107292,Wire Transfer,N/A,N/A
201600979349300030,590624458,South America,Research,33813,Wire Transfer,N/A,N/A
201600979349300030,590624458,South America,Research,55251,Wire Transfer,N/A,N/A
201600979349300030,590624458,South America,Research,89000,Wire Transfer,N/A,N/A
201600979349300030,590624458,South America,General Support,15015,Wire Transfer,N/A,N/A
201600979349300030,590624458,South Asia,General Support,6015,Wire Transfer,N/A,N/A
201600979349300030,590624458,Sub-Saharan Africa,Research,294176,Wire Transfer,N/A,N/A
201600979349300030,590624458,Sub-Saharan Africa,Research,100000,Check,N/A,N/A
201600979349300030,590624458,Sub-Saharan Africa,Research,187542,Wire Transfer,N/A,N/A
201600979349300030,590624458,Sub-Saharan Africa,Research,26850,Check,N/A,N/A
201600979349300030,590624458,Sub-Saharan Africa,Research,143650,Wire Transfer,N/A,N/A
201621319349301242,231353385,EAST ASIA,POVERTY RELIEF,8257,WIRE TRANSFER,USED CLOTHING,FMV
201641339349301489,231352685,Europe (Including Iceland and Greenland),ARCHITECTURAL DESIGN STUDIO AT ARCHITECTURAL ASSOCIATION'S SCHOOL OF ARCHITECTURE IN LONDON,84196,WIRE,N/A,N/A
201641339349301489,231352685,Europe (Including Iceland and Greenland),CITY PLANNING 701 TRAVELING STUDIO SPRING 2014,12661,CREDIT CARD,N/A,N/A
201641339349301489,231352685,Europe (Including Iceland and Greenland),SUB-AWARD FOR UR PROJECT,277565,WIRE,N/A,N/A
201641339349301489,231352685,Europe (Including Iceland and Greenland),SUMMER PROGRAM,34456,WIRE,N/A,N/A
201641379349301854,231352630,EUROPE,RESEARCH,451440,WIRE/CHECK
201641379349301854,231352630,MIDDLE EAST AND NORTH AFRICA,RESEARCH,10000,CHECK
201641379349301854,231352630,SOUTH ASIA,RESEARCH,39798,WIRE
201641379349301854,231352630,EAST ASIA AND THE PACIFIC,RESEARCH,415758,WIRE/CHECK
201641379349301854,231352630,NORTH AMERICA,RESEARCH,6338,CHECK
201641379349301854,231352630,SUB-SAHARAN AFRICA,RESEARCH,10918,WIRE
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",83828,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",75000,Check/Wire
201641339349303844,350868188,Central America and the Caribbean,"See Footnote 2, Part V",477191,Check/Wire
201641339349303844,350868188,Central America and the Caribbean,"See Footnote 2, Part V",574740,Check/Wire
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",70000,Check/Wire
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",50000,Check/Wire
201641339349303844,350868188,East Asia and the Pacific,"See Footnote 2, Part V",480295,Check/Wire
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",866611,Check/Wire
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",149081,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",106523,Check/Wire
201641339349303844,350868188,Central America and the Caribbean,"See Footnote 2, Part V",299676,Check/Wire
201641339349303844,350868188,Sub-Saharan Africa,"See Footnote 2, Part V",116457,Check/Wire
201641339349303844,350868188,Europe (Including Iceland and Greenland),"See Footnote 2, Part V",443245,Check/Wire
201641339349303844,350868188,South Asia,"See Footnote 2, Part V",128200,Check/Wire
