object_id,ein,BndRfrncCd,BsnssNmLn1Txt,BndIssrEIN,BndIssdDt,IssPrcAmt,PrpsDsc,DfsdInd,OnBhlfOfIssrInd,PlFnncngInd
201511359349306611,131740468,R000010,A,Dormitory Authority of the State of New York,Insured Revenue Bond Series 2007A,146000293,649903HF1,2007-03-08,1005000,construction of a new residence hall,0,0,0
201511359349306611,131740468,R000010,B,Dormitory Authority of the State of New York,Insured Revenue Bond Series 2007 A,146000293,649903HG9,2007-03-08,1045000,construction of a new residence hall,0,0,0
201511359349306611,131740468,R000010,C,Dormitory Authority of the State of New York,Insured Revenue Bond Series 2007 A,146000293,649903HH7,2007-03-08,1090000,construction of a new residence hall,0,0,0
201511359349306611,131740468,R000010,D,Dormitory Authority of the State of New York,Insured Revenue Bond Series 2007 A,146000293,649903HJ3,2007-03-08,4885000,construction of a new residence hall,0,0,0
201521359349301327,610444695,A,CITY OF GEORGETOWN AND GEORGETOWN COLLEGE PROJECT,616001830,372730CJ8,2006-05-17,39640000,REFUNDING OF THE OUTSTANDING COLLEGE 2000 AND 2002 REVENUE BONDS,0,0,0
201521359349301327,610444695,B,CITY OF GEORGETOWN AND GEORGETOWN COLLEGE PROJECT,616001830,2011-12-19,1780000,FINANCE DORMITORY CONSTRUCTION,0,0,0
201521359349301762,042105769,A,MASS HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,042456011,57586ch32,2007-08-21,84880130,CONSTRUCTION/REPAY DEBT,false,false,false
201521819349300807,042103639,A,Mass development Finance,Agency,043431814,57583RRE7,2007-09-27,5101993,Refinance MHEFA bonds and construction of campus,0,0,0
201521819349300807,042103639,B,Mass Development Finance,Agency,043431814,57583RRF4,2007-09-27,17856977,Refinance MHEFA bonds and construction of campus,0,0,0
201521819349300807,042103639,C,Mass Development Finance,Agency,043431814,57583RRG2,2007-09-27,19557642,Refinance MHEFA bonds and construction of campus,0,0,0
201531359349303053,710246213,A,INDEPENDENCE COUNTY AR PUBLIC HEALTH EDUCATION & HOUSING FACILITIES BOARD,710576691,453430BG4,2006-10-26,5000000,EDUCATIONAL FACILITIES AND EXPENSES,0,1,0
201531359349303053,710246213,B,INDEPENDENCE COUNTY AR PUBLIC HEALTH EDUCATION & HOUSING FACILITIES BOARD,710576691,453430BG6,2003-10-07,5000000,EDUCATIONAL FACILITIES AND EXPENSES,0,1,0
201531359349303053,710246213,C,INDEPENDENCE COUNTY AR PUBLIC HEALTH EDUCATION & HOUSING FACILITIES BOARD,710576691,453430BH2,2009-09-29,2930000,EDUCATIONAL FACILITIES AND EXPENSES,0,1,0
201531359349303053,710246213,D,INDEPENDENCE COUNTY AR PUBLIC HEALTH EDUCATION & HOUSING FACILITIES BOARD,710576691,453430BJ8,2010-06-16,3000000,EDUCATIONAL FACILITIES AND EXPENSES,0,1,0
201531359349306243,060646973,RetDoc1053100001,A,STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,060806186,20774LZC2,2003-01-08,250000000,"TO FINANCE FACILITIES, ADDITIONS, IMPROVEMENTS, AND RENOVATIONS",0,0,0
201531359349306243,060646973,RetDoc1053100001,B,STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,060806186,20774L6B6,2005-10-05,211030000,"TO FINANCE FACILITIES, ADDITIONS, IMPROVEMENTS, AND RENOVATIONS",0,0,0
201531359349306243,060646973,RetDoc1053100001,C,STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,060806186,20774L6C4,2005-10-05,100000000,"TO FINANCE FACILITIES, ADDITIONS, IMPROVEMENTS, AND RENOVATIONS",0,0,0
201531359349306243,060646973,RetDoc1053100001,D,STATE OF CONNECTICUT HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,060806186,20774UPP4,2007-10-04,414292000,"TO FINANCE FACILITIES, ADDITIONS, IMPROVEMENTS, AND RENOVATIONS",0,0,0
201531359349306713,590859121,A,Pinellas County Educational Facilities Authority,521411737,723161FK6,2006-05-18,31680245,Capi improvements & Defease bonds,false,false,false
201501359349302695,741613878,A,HARRIS COUNTY CULTURAL EDUCATION FAC FINANCE CORP,760337885,414008AA0,2008-08-27,251893440,RFND BONDS ISSUED 6/11/99 & 8/3/05,false,false,false
201501359349302695,741613878,B,HARRIS CNTY CULTURAL EDUC CNTY HLTH FAC FIN CORP,760337885,414008Bk7,2012-09-06,364304718,"RFND PRIOR BOND ISSUES,SEE PART IV",false,false,false
201501359349303400,141338371,A,CITY OF ALBANY INDUSTRIAL DEVELOPMENT AGENCY,146002058,012440LU5,2007-06-28,34000000,TO FINANCE VARIOUS CAPITAL PROJECTS AT THE COLLEGE,0,0,0
201501359349303400,141338371,B,CITY OF ALBANY INDUSTRIAL DEVELOPMENT AGENCY,146002058,012440LV3,2007-06-28,6600000,TO FINANCE VARIOUS CAPITAL PROJECTS AT THE COLLEGE,0,0,0
201501359349303400,141338371,C,CITY OF ALBANY CAPITAL RESOURCE CORPORATION,273467899,012432AN0,2011-07-01,21235000,TO FINANCE VARIOUS CAPITAL PROJECTS AT THE COLLEGE,0,0,0
201511359349302656,470384159,A,NEBRASKA EDUCATIONAL FINANCE AUTHORITY,521293953,2010-12-23,2900000,REFUND PRIOR ISSUE (2/24/99),0,0,0
201521359349301432,560529990,A,PUBLIC FINANCE AUTHORITY,273866124,2012-12-21,15923238,CAPITAL PROJECTS & REFUNDING BALANCE ON SERIES 2006 BONDS,0,0,0
201521359349302492,231352256,A,PHILADELPHIA AUTHORITY FOR INDUSTRIAL DEVELOPMENT,232237287,NONEAVAIL,2010-03-05,19773000,REFINANCE DEBT,0,0,0
201511359349303281,042134818,A,MASSACHUSETTS DEVELOPMENT FINANCE AUTHORITY,043431814,2013-07-18,9040000,SEE PART VI,0,0,0
201511359349300711,580633977,A,FCIBA,35268NAK8,2012-12-04,REFINANCING & CAPITAL PROJECTS,false,true,false
201511359349300711,580633977,B,FCIBA,35268NAL6,2012-12-04,REFINANCING & CAPITAL PROJECTS,false,true,false
201511359349300711,580633977,C,FCIBA,35268NAM4,2012-12-04,REFINANCING & CAPITAL PROJECTS,false,true,false
201501359349303885,430817015,A,MO HEALTH & EDU FACILITIES AUTHORITY SERIES 2010,431178966,2010-05-13,23530000,FINANCE/REFINANCE EDU FACILITIES,false,false,false
201501359349307360,131740447,A,Dormitory Authority of the State of New York,131740447,6499032G5,2008-08-06,40000000,Defease NYCIDA 1995 and 1997 and replace construction loan,0,0,0
201501359349307165,610846809,A,CITY OF SPRINGFIELD,610672047,85071MBF2,2004-05-10,9500000,CONSTRUCTION OF DORMITORY AND CAFETERIA,0,0,0
201501359349307165,610846809,B,CITY OF SPRINGFIELD,610672047,49119FYP0,2008-11-26,4360000,CONSTRUCTION OF HEALTH SCIENCE BUILDING,0,0,0
201501359349307165,610846809,C,CITY OF SPRINGFIELD,610672047,85071QAB3,2011-11-01,3000000,CONSTRUCTION OF LIBRARY,0,0,0
201531359349300318,030179414,A,VT ED & HEALTH BUILDINGS FINANCE AUTHORITY,237154467,2006-11-03,3000000,CONSTRUCTION OF FACILITY,false,false,false
201531359349300318,030179414,B,VERMOMT ECONOMIC DEVELOPMENT AUTHORITY,036024497,2008-12-16,10000000,SEE PART VI,false,false,false
201531359349300318,030179414,C,VERMONT ECONOMIC DEVELOPMENT AUTHORITY,036024497,2008-12-31,10000000,CONSTRUCTION OF FACILITY,false,false,false
201531359349300318,030179414,D,VERMONT ECONOMIC DEVELOPMENT AUTHORITY,036024497,2009-05-06,8150000,CONSTRUCTION OF FACILITY,false,false,false
201521359349305437,952798775,A,CALIFORNIA MUNICIPAL FINANCE AUTHORITY,201563466,2011-12-08,31275000,REFUND PRIOR ISSUED BONDS,0,0,0
201511359349307071,952786163,A,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130178BGO,2006-01-11,19894727,CONSTRUCTION OF BUILDINGS,0,0,0
201511359349307071,952786163,B,CALIFORNIA EDUCATIONAL FACILITIES AUTHORITY,521705592,130178FR2,2007-02-27,7190996,CONSTRUCTION OF BUILDINGS,0,0,0
201501469349300620,362515281,A,ILLINOIS FINANCE AUTHORITY,362779212,2010-02-16,5100000,FINANCING & REFINANCING EDUC. FACILITY,false,false,false
201541359349306849,420707120,A,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,462460TX4,2005-05-19,6535655,see part vi,false,false,false
201541359349306849,420707120,B,IOWA HIGHER EDUCATION LOAN AUTHORITY,421235696,2009-10-02,1150000,CONSTRUCTION OF FACILITIES,false,false,false
201531489349300028,390806154,A,WISCONSIN HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,391337855,2013-07-01,10000000,FACILITIES CONSTRUCTION,0,0,0
201531489349300028,390806154,B,WISCONSIN HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,391337855,2009-12-23,6610000,FACILITIES CONSTRUCTION,0,0,0
201541359349302824,231352651,IRS990ScheduleK,A,PHEFA SERIES 2006A,232243852,070917RHC,2006-12-13,27486705,CONSTRUCTION OF ACADEMIC BUILDING,false,false,false
201541359349302824,231352651,IRS990ScheduleK,B,PHEFA SERIES 2006B,232243852,070917RHC,2006-12-13,63412500,REFUNDING OF PREVIOUS BOND & CAPIT,false,false,false
201541359349302824,231352651,IRS990ScheduleK,C,PHEFA SERIES 2008A,232243852,070917RHY,2008-03-13,25000000,CAPITAL PURCHASES & IMPROVEMENTS,false,false,false
201541359349302824,231352651,IRS990ScheduleK,D,PHEFA SERIES 2008B,232243852,070917RHY,2008-03-13,46935000,REFUNDING OF PREVIOUS BOND & OPERA,false,false,false
201531359349303038,341695897,A,Ohio Higher Educationa Facility Commission,346849674,67756AUM2,2006-04-26,25000000,Property Aquisition,true,false,false
201531359349303038,341695897,B,Port Authority of Allen County,310966785,NONE00000,2010-10-29,21760000,Debt restructuring,false,false,false
201501359349301045,550419865,A,COUNTY COMMISSION OF WOOD COUNTY WEST VIRGINIA,556000417,97835PAA9,2007-09-01,7165000,"REFUND THE 1997 BONDS, 2001 BONDS, FUND 2007B BONDS RESERVE",0,0,0
201501359349301045,550419865,B,WOOD COUNTY BUILDING COMMISSION WEST VIRGINIA,521285278,978328FJ6,2007-09-01,2150000,REFUND THE 2004 BONDS AND FUND 2007C BONDS RESERVE,0,0,0
201541359349300024,310536640,A,Ohio Higher Education Facility Commission,346849674,67756BRB8,2006-03-03,13795000,Refund of June 1997 and 2000 Bonds and new construction 2006,0,0,0
201541359349300024,310536640,B,New Hampshire Health and Education Facilities Authority,020279866,644614KR9,2004-12-17,4320000,Refund of bonds issued in April 1993 and costs of issuance,0,0,0
201541359349300024,310536640,C,Washington State Housing Finance Commission,911874730,93978LCK0,2005-05-18,6780000,Refund of bonds issued in June 1996 and costs and issuance,0,0,0
201531359349304468,237251952,A,Vermont Educational and Health Buiding Financing,237154667,9241603Z5,2003-06-19,3940000,Finance Building and Equipment,0,0,0
201531359349304468,237251952,B,Vermont Educational and Health Buiding Financing,237154667,9241603Z5,2011-03-24,10750000,Finance Building and Equipment,0,0,0
201541359349305739,363108821,A,Illinois Finance Authority,861091967,NoneAvail,2008-06-25,7307000,Repay the remaining balance on prior loans,0,0,0
201541359349308934,951890710,A,CALIFORNIA STATEWIDE COMMUNITIES DE,680164610,130795GR2,2007-06-29,88800000,REFINANCE EXISTING DEBT.,false,false,false
201541359349308934,951890710,B,CALIFORNIA STATEWIDE COMMUNITIES DE,680164610,1307953T2,2011-06-01,25000000,CONSTRUCTION AND STUDENT HOUSING.,false,false,false
201541359349308934,951890710,C,CALIFORNIA STATEWIDE COMMUNITIES DE,680164610,13080SBY9,2014-03-18,55710000,REFINANCE EXISTING DEBT AND FINANCE CAPITAL EXPANSION.,false,false,false
201531359349303383,710239729,A,PULASKI COUNTY PUBLIC FACILITIES BOARD,710721974,74539NAYO,2006-05-25,7950000,STUDENT HOUSING,false,false,false
201531359349303383,710239729,B,PULASKI COUNTY PUBLIC FACILITIES BOARD,710721974,74539NBA1,2011-10-19,5537510,STUDENT HOUSING,false,false,false
201521359349308132,730587210,A,THE OK DEVELOPMENT FINANCE AUTHORIT,731083741,2006-05-17,8070000,SEE SCH K ATTACHMENT.,false,false,false
201521359349308132,730587210,B,THE OK DEVELOPMENT FINANCE AUTHORIT,731083741,2009-08-01,14125000,SEE SCH K ATTACHMENT.,false,false,false
201521359349307507,390980974,A,WI HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,391337855,2010-12-30,4635000,BUILDING RENOVATIONS,0,0,0
201501839349300700,136192377,A,Build New York City,2014-12-31,67440000,IMPROVEMENTS AND EQUIPMENT,false,false,false
201501359349308975,590624364,A,Pinellas County Education Facility,596000800,723161FP5,2007-10-24,10000000,See Part V,0,0,0
201501359349308975,590624364,B,Pinellas County Education Facility,596000800,723161GE9,2011-08-02,38929920,See Part V,0,0,0
201501359349308975,590624364,C,Pinellas County Education Facility,596000800,723161GX7,2012-03-28,32695767,See Part V,0,0,0
201511359349301131,340714689,A,OHIO HIGHER EDUCATIONAL FACILITY COMMISSION,346849674,67756BWS5,2008-08-21,20000000,SEE PART VI,false,false,false
201521359349301782,042103639,A,Mass development Finance,Agency,043431814,57583RRE7,2007-09-27,5101993,Refinance MHEFA bonds and construction of campus,0,0,0
201521359349301782,042103639,B,Mass Development Finance,Agency,043431814,57583RRF4,2007-09-27,17856977,Refinance MHEFA bonds and construction of campus,0,0,0
201521359349301782,042103639,C,Mass Development Finance,Agency,043431814,57583RRG2,2007-09-27,19557642,Refinance MHEFA bonds and construction of campus,0,0,0
201511359349305406,630302179,A,SPRING HILL COLLEGE EDUCATIONAL AUTHORITY OF MOBILE,631158514,60720TCE7,2004-06-17,34744889,FINANCE THE RENOVATION OF VARIOUS BUILDINGS AND CONSTRUCT A RESIDENCE HALL,0,0,0
201511359349305406,630302179,B,SPRING HILL COLLEGE EDUCATIONAL AUTHORITY OF MOBILE,631158514,NONEAVAIL,2010-12-22,22500000,TO PROVIDE FUNDS TO REFINANCE BONDS ISSUED 6/27/07,0,0,0
201511359349305406,630302179,C,SPRING HILL COLLEGE EDUCATIONAL AUTHORITY OF MOBILE,631158514,NONEAVAIL,2011-01-07,26000000,TO PROVIDE FUNDS TO REFINANCE BONDS ISSUED 6/17/04 AND 6/27/07,0,0,0
201511359349305406,630302179,D,SPRING HILL COLLEGE EDUCATIONAL AUTHORITY OF MOBILE,631158514,NONEAVAIL,2011-07-28,2670000,"TO PROVIDE FUNDS TO REFINANCE BONDS ISSUED 8/27/91, 5/30/08, AND 6/28/11",0,0,0
201501359349303150,460224600,A,SOUTH DAKOTA HEALTH AND EDUCATIONAL FACILITIES AUTHORITY,460315509,2010-05-28,18000000,"TO REFUND BONDS ISSUED 12/6/2001,1/23/2005 AND 12/23/2008; CONSTRUCTION",0,0,0
201501359349302485,626001104,A,THE HEALTH EDUCATION & HOUSING FACLTY BD OF THE CO OF KNOX SERIES 2006,621220275,499503AA8,2009-11-02,6670000,TO FINANCE BUILDINGS AND EQUIPMENT OF THE UNIVERSITY,0,0,0
201501359349302485,626001104,B,THE HEALTH EDUCTN & HOUSNG FACLTY BD OF CO OF KNOX SPEC PROJ REV OBLGTN,621220275,NONEAVAIL,2009-12-31,18965076,REFNDNG OF PREVSLY ISSUED & OUTSTNDNG TAX-EXEMPT BNDS;ACQ-REAL PROP;CONSTR,0,0,0
201512159349300971,986001269,A,REVENUE BONDS (LEBANESE AMERICAN UNIVERSITY) SERIES 2013A - BUILD NYC RESO,454040561,12008ECJ3,2013-08-15,15002419,RENOVATION OF THE LAU'S PROPERTY IN NEW YORK,0,0,0
201521359349305557,060761704,IRS990ScheduleK,A,STATE OF CONN HEALTH & EDUCAT FACILITIES AUTHORITY,060806186,2077FU4U6,2005-08-17,27460000,DEFERRED MAINTENANCE & RENOVATION,false,false,false
201521359349305557,060761704,IRS990ScheduleK,B,STATE OF CONN HEALTH & EDUCAT FACILITIES AUTHORITY,060806186,20774U4VU,2008-07-02,46000000,CONSTRUCTION & EQUIP. NEW FACILITY,false,false,false
201521359349305557,060761704,IRS990ScheduleK,C,STATE OF CONN HEALTH & EDUCAT FACILITIES AUTHORITY,060806186,20774U4W2,2006-08-29,15890000,CONSTRUCTION & EQUIP. NEW FACILITY,false,false,false
201541359349304524,231409675,A,Delaware County Authority,231973437,245913JB5,2006-10-26,15802394,Construction,0,0,0
201541359349304524,231409675,B,Delaware County Authority,231973437,245913KZ0,2012-06-29,21511845,Refinancing of 1999/2010 bonds and construction,0,0,0
201541359349304524,231409675,C,Delaware County Authority,231973437,2013-01-02,4180000,Refinance of 2007 bonds,0,0,0
201541359349305119,381367080,A,MI HIGHER EDUCATION FACILITIES AUTHORITY,521285150,594519N30,2008-02-05,16325000,DEBT REFINANCING AND CAPITAL IMPROVEMENTS/ADDITIONS,0,0,0
201512259349302526,010681650,A,VA SMALL BUSINESS FINANCING AUTHORITY,541300845,928104KL1,2008-08-01,21845842,REFINANCING OF BONDS,false,false,false
201512329349300401,610470593,RetDoc1053100001,A,University of the Cumberlands Inc,610470593,23041QAA3,2003-01-31,3500000,Capital projects,0,0,0
201512329349300401,610470593,RetDoc1053100001,B,University of the Cumberlands Inc,610470593,969579AA9,2002-12-20,26500000,Capital projects,0,0,0
201512329349300401,610470593,RetDoc1053100001,C,University of the Cumberlands Inc,610470593,2013-04-01,3000000,Capital projects,0,0,0
201512329349300401,610470593,RetDoc1053100001,D,University of the Cumberlands Inc,610470593,2015-05-28,10000000,Capital projects,0,0,0
201512269349301336,541744996,A,NORFOLK REDEVELOPMENT AND HOUSING AUTHORITY,546001466,655909BS7,2008-08-28,52810000,REFINANCE OF CONSTRUCTION OF STUDENT HOUSING,0,1,0
201512269349301336,541744996,B,NORFOLK REDEVELOPMENT AND HOUSING AUTHORITY,546001466,655909BS7,2008-08-28,12555000,REFINANCE OF CONSTRUCTION OF PARKING GARAGE,0,1,0
201530949349300308,560529940,A,NORTH CAROLINA CAPITAL FACILITIES FINANCE AGENCY,561592154,65818PHHS,2009-08-20,70000000,NON HOSPITAL (SECTION 145 (B)),false,false,false
201531079349300218,160743989,A,Dormitory Authority of the State of New York,146000293,2012-05-30,25410000,"finance the construction of the 2008 project, to refund and defease",0,0,0
201531079349300218,160743989,B,Dormitory Authority of the State of New York,146000293,2012-04-25,9355000,Refinance and consolidate two older debt issuances,0,0,0
201530969349300308,570324906,A,Educational Facilities Authority for Private Institutions Higher Learning,576000286,836896FW5,2004-08-26,13335000,"Create academic space, build library, and re-finance bond debt in 2004.",0,0,0
201531119349300103,560529933,A,NC FACILITIES FINANCING AGENCY,561592154,65818PDY2,2004-06-24,18000000,FACILITIES CONSTRUCTION AND RENOVATION & RE-FINANCED EXISTING BONDS,0,0,0
201531279349300933,231353385,A,SNYDER COUNTY HIGHER EDUCATION AUTHORITY,232736780,833453CZ4,2006-03-22,31779663,PARTIAL BOND REFUND AND RESIDENCE HOUSING,0,0,0
201531279349300933,231353385,B,SNYDER COUNTY HIGHER EDUCATION AUTHORITY,232736780,833453DR1,2008-09-25,29990252,RESIDENCE HALL AND ACADEMIC BUILDING,0,0,0
201531279349300933,231353385,C,SNYDER COUNTY HIGHER EDUCATION AUTHORITY,232736780,NONEAVAIL,2009-07-23,6492500,REFUND SCHEA 1998 BONDS,0,0,0
201530979349300333,590637903,A,HIGHER EDUCATIONAL FACILITIES FINANCING AUTHORITY,900058227,NONEAVAIL,2010-12-01,30000000,CURRENTLY REFUND PART OF THE SERIES 2008 ISSUE,0,0,0
201530979349300333,590637903,B,HIGHER EDUCATIONAL FACILITIES FINANCING AUTHORITY,900058227,NONEAVAIL,2009-12-01,19400000,CURRENTLY REFUND SERIES 2004 ISSUE,0,0,0
201530979349300333,590637903,C,HIGHER EDUCATIONAL FACILITIES FINANCING AUTHORITY,900058227,34073TAZ0,2008-06-26,52500000,CONSTRUCT ACADEMIC & RESIDENTIAL BUILDINGS,0,0,0
201531129349300013,410969244,R000011,A,MN Higher Education Facilities Authority,410988525,60416HHV9,2006-10-26,7417276,Finance construction of new dining building,0,0,0
201531129349300013,410969244,R000011,B,MN Higher Education Facilities Authority,410988525,60416HMC5,2008-05-08,19565411,Refinance 2 prior bonds and fund add'l project,0,0,0
201531129349300013,410969244,R000011,C,MN Higher Education Facilities Authority,410988525,60416HXF6,2011-12-14,9066628,Finance construction of student housing,0,0,0
201531129349300013,410969244,R000011,D,MN Higher Education Facilities Authority,410988525,60416HZX5,2013-01-23,5235000,"Refinance 5W bonds, originally for various student housing remodeling projects",0,0,0
201521749349300812,111633516,A,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,146000293,649905PQ3,2010-09-23,30000000,REFUND PRIOR BONDS ISSUED FOR CONS,false,false,false
201521749349300812,111633516,B,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,146000293,649905PQ3,2009-09-01,35395000,REFUND PRIOR BONDS ISSUED FOR CONS,false,false,false
201521749349300812,111633516,C,DORMITORY AUTHORITY OF THE STATE OF NEW YORK,146000293,6499062J2,2012-10-17,62736138,REFUND VARIOUS BONDS OF ISSUER,false,false,false
201530219349300608,410693962,RetDoc1053100001,A,MN HIGHER EDUCATION FACILITIES AUTHORITY,410988525,6041518J2,2003-02-20,15300000,DORMITORY IMPROVEMENTS,0,0,0
201530219349300608,410693962,RetDoc1053100001,B,MN HIGHER EDUCATION FACILITIES AUTHORITY,410988525,60416HJJ4,2007-03-07,39470869,CONST/REFINANCE BONDS,0,0,0
201530219349300608,410693962,RetDoc1053100001,C,MN HIGHER EDUCATION FACILITIES AUTHORITY,410988525,60416HVY7,2010-12-17,16248711,BLDG RENOVATION,0,0,0
201530219349300608,410693962,RetDoc1053100001,D,MN HIGHER EDUCATION FACILITIES AUTHORITY,410988525,60416HZK3,2012-12-12,15166520,BLDG RENOVATION,0,0,0
201530459349300828,141338309,A,City of Albany Industrial Development Agency,522015750,012440JD6,2007-06-25,18947846,Refinancing and land purchase,0,0,0
201530589349300528,150532204,RetDoc1053100001,A,DORMITORY AUTH OF THE STATE OF NEW YORK,146000293,649905QU3,2009-09-17,36903147,REISSUANCE OF SERIES 2008 BONDS,0,0,0
201530589349300528,150532204,RetDoc1053100001,B,TOMPKINS CTY INDUSTRIAL DEV AGENCY,161214039,890099CQ5,2004-11-10,31100000,CONSTRUCTION AND RENOVATION OF CAMPUS FACILITIES,0,0,0
201530589349300528,150532204,RetDoc1053100001,C,TOMPKINS CTY INDUSTRIAL DEV AGENCY,161214039,890099CZ5,2013-12-09,40290000,REISSUANCE OF SERIES 2005B BONDS.,0,0,0
201530589349300528,150532204,RetDoc1053100001,D,TOMPKINS CTY INDUSTRIAL DEV AGENCY,161214039,890099DU5,2009-08-20,30924994,REISSUANCE OF SERIES 2007 BONDS,0,0,0
