object_id,ein,RltdOrgnztnNm_BsnssNmLn1Txt,USAddrss_AddrssLn1Txt,USAddrss_CtyNm,USAddrss_SttAbbrvtnCd,USAddrss_ZIPCd,IdRltdOrgTxblPrtnrshp_EIN,IdRltdOrgTxblPrtnrshp_PrmryActvtsTxt,IdRltdOrgTxblPrtnrshp_LglDmclSttCd,DrctCntrllngEnttyNm_BsnssNmLn1Txt,IdRltdOrgTxblPrtnrshp_PrdmnntIncmTxt,IdRltdOrgTxblPrtnrshp_ShrOfTtlIncmAmt,IdRltdOrgTxblPrtnrshp_ShrOfEOYAsstsAmt,IdRltdOrgTxblPrtnrshp_DsprprtntAllctnsInd,IdRltdOrgTxblPrtnrshp_GnrlOrMngngPrtnrInd,IdRltdOrgTxblPrtnrshp_OwnrshpPct
201930659349300838,520591694,WMC CONFERENCE CENTER LP,2 COLLEGE HILL,WESTMINSTER,MD,21157,521698697,HOTEL SERVICES,MD,N/A
201813189349301591,340714585,CCFMHS RENAL CARE COMPANY LTD,9500 EUCLID AVENUE,CLEVELAND,OH,44195,341863789,MEDICAL SERVICES,OH,THE CLEVELAND CLINIC FOUNDATION,RELATED,3632560,15434564,0,1,0.60000
201813189349301591,340714585,CLEVELAND HEALTH NETWORK MSO LLC,4700 ROCKSIDE ROAD STE 200,INDEPENDENCE,OH,44131,311566180,MEDICAL SERVICES,OH,N/A,RELATED,16541,0,1,1.00000
201813189349301591,340714585,PROGNOSTIX LLC,10000 CEDAR AVENUE,CLEVELAND,OH,44106,300624422,MEDICAL SERVICES,OH,THE CLEVELAND CLINIC FOUNDATION,RELATED,340996,377118,0,0,0.78000
201813189349301591,340714585,EXCELERATE STRATEGIC HEALTH SOURCING LLC,9500 EUCLID AVENUE,CLEVELAND,OH,44195,461810992,HEALTHCARE OP & MGMT,DE,THE CLEVELAND CLINIC FOUNDATION,RELATED,-665850,4802873,0,0,0.51000
201813189349301591,340714585,AKRON SURGICAL ASSOC LLC,4125 MEDINA ROAD,AKRON,OH,44333,010672877,AMBULATORY SURGERY CENTER,OH,N/A,N/A,7992971,1465604,0,0,0.55120
201813189349301591,340714585,MEDISTRY LLC,3029 PROSPECT AVENUE,CLEVELAND,OH,44115,454880352,DATA HOSTING & RELATED SVCS,DE,THE CLEVELAND CLINIC FOUNDATION,UNRELATED,-290190,42173,0,1,0.55000
201921339349303912,251801532,CONSOLIDATED SUPPLY CHAIN SERVICES,420 ROUSER ROAD,MOON TOWNSHIP,PA,15108,271055405,GROUP PURCHASING,PA,HERITAGE VALLEY HEALTH SYSTEM,RELATED,0,0
201921339349303912,251801532,EDGEWORTH COMMONS GROUP LLC,725 CHERRINGTON PARKWAY SUITE 200,MOON TOWNSHIP,PA,15108,020713415,SURGERY CENTER,PA,HERITAGE VALLEY HEALTH SYSTEM,RELATED,0,0
201921339349303912,251801532,HEALTHSOUTH REHABILITATION HOSPITAL OF SEWICKLEYLLC,9001 LIBERTY PARKWAY,BIRMINGHAM,AL,35242,631227351,REHABILITATIVE HEALTHCARE,AL,HERITAGE VALLEY HEALTH SYSTEM,RELATED,0,0
201911059349300806,410708577,ROYALS INVESTMENT FUND LLC,3900 BETHEL DR,ARDEN HILLS,MN,55112,822482592,EXPERIENTIAL LEARNING - INVESTING,MN,BETHEL UNIVERSITY,RELATED,1,1
201941059349300809,620481463,FREE WILL BAPTIST MINISTRIES PARTNERSHIP,1045 BISON TRAIL,GALLATIN,TN,37066,815306067,LAND PURCHASE,TN,WELCH COLLEGE,NONE AT PRESENT,1068198,0,1,0.38050
201931349349305658,010215213,TP PARTNERSHIP,PO BOX 770,ASHLAND,KY,41105,550648835,INVESTING,KY,NA,"EXCL. 512, 513, 514",1,42356,false,true,0.56022
201931299349301613,042103580,144 FULTON MMEE JV LLC,CROWN ACQUISITIONS INC 667 MADISO,NEW YORK,NY,10065,474542524,INVESTMENTS,DE,CAR II HOLDINGS I LLC,Excluded,-2137,26809995,false,false,0.7772
201931299349301613,042103580,170 BROADWAY LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,464145333,INVESTMENTS,DE,CROWN ATLANTIC RETAIL I LLC,Excluded,20311,13305508,false,false,0.7763
201931299349301613,042103580,4 BLACKFAN SECONDARY CONDOMINIUM ASSOCIATION LLC,180 A LONGWOOD AVENUE,BOSTON,MA,02115,001330897,REAL ESTATE,MA,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,Excluded,0,0,false,true,0.7109
201931299349301613,042103580,441 ROCKAWAY OWNER LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,300829016,INVESTMENTS,DE,CROWN ATLANTIC RETAIL I LLC,Excluded,2645919,0,false,false,0.7763
201931299349301613,042103580,522 FULTON REALTY LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,134215034,INVESTMENTS,DE,CA 522 INVESTOR LLC,Excluded,1244934,27644645,false,false,0.7772
201931299349301613,042103580,947 LINCOLN ROAD LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,465244987,INVESTMENTS,DE,CROWN ATLANTIC RETAIL I LLC,Excluded,1482,2236612,false,false,0.7763
201931299349301613,042103580,ADAGE CAPITAL PARTNERS GP LLC,200 CLARENDON ST 52ND FLOOR,BOSTON,MA,02116,043574588,INVESTMENTS,DE,PHEMUS CORPORATION,Excluded,25232159,2676900158,false,false,0.5017
201931299349301613,042103580,AMERRA AGRI OPPORTUNITY FUND LP,C/O AMERRA CAPITAL MANAGEMENT 1140,NEW YORK,NY,10036,273310646,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,-642169,96266198,false,30925,false,0.9952
201931299349301613,042103580,APOLLO THUNDER PARTNERS LP,ONE MANHATTANVILLE ROAD SUITE 201,PURCHASE,NY,10577,364827348,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,4219331,93956516,false,false,0.9697
201931299349301613,042103580,AR HOLDINGS II LLC,11990 SAN VINCENTE BLVD STE 200,LOS ANGELES,CA,90049,364868496,INVESTMENTS,DE,ATLANTIC WSWO II LLC,Excluded,593451,23558884,false,false,0.9885
201931299349301613,042103580,ATLANTIC CT HOLDINGS II LLC,4343 VON KARMAN AVE SUITE 200,NEWPORT BEACH,CA,92660,462548899,INVESTMENTS,DE,ATLANTIC WESTERN INDUSTRIAL II LLC,Excluded,-54125,392639,false,false,0.6351
201931299349301613,042103580,ATLANTIC CT HOLDINGS III LLC,4343 VON KARMAN AVE SUITE 200,NEWPORT BEACH,CA,92660,475397308,INVESTMENTS,DE,ATLANTIC WESTERN INDUSTRIAL LLC,Excluded,5190462,598551,false,false,0.8533
201931299349301613,042103580,ATLANTIC CT HOLDINGS LLC,4343 VON KARMAN AVE SUITE 200,NEWPORT BEACH,CA,92660,462501216,INVESTMENTS,DE,ATLANTIC WESTERN INDUSTRIAL LLC,Excluded,40300,281794,false,false,0.7258
201931299349301613,042103580,ATLANTIC P3 LIFE SCIENCES HOLDINGS LLC,4380 LAJOLLA VILLAGE DRIVE SUITE 2,SAN DIEGO,CA,92122,472638594,INVESTMENTS,DE,ATLANTIC WLS LLC,Excluded,0,235937509,false,false,0.9684
201931299349301613,042103580,ATLANTIC REGENT HOLDINGS LLC,11990 SAN VICENTE BOULEVARD SUITE,LOS ANGELES,CA,90049,472097418,INVESTMENTS,DE,ATLANTIC WSWO LLC,Excluded,-965057,93939808,false,false,0.9592
201931299349301613,042103580,ATLANTIC SCIOTO HOLDINGS LLC,230 PARK AVENUE 12TH FLOOR,NEW YORK,NY,10169,471979711,INVESTMENTS,DE,ATLANTIC DEBT INVESTOR LLC,Excluded,14416225,39536232,false,false,0.9668
201931299349301613,042103580,ATLANTIC TORONTO LP,600 ATLANTIC AVENUE,BOSTON,MA,02210,352384789,INVESTMENTS,DE,HARVARD PRIVATE CAPITAL REALTY INC,Excluded,3887734,36080,false,false,0.9999
201931299349301613,042103580,ATLANTIC US REAL ESTATE LLC,C/O BAIN CAPITAL RE LP 200 CLAREND,BOSTON,MA,02116,824033944,INVESTMENTS,DE,HARVARD PRIVATE CAPITAL REALTY INC,Excluded,5429300,3061807625,false,false,0.9704
201931299349301613,042103580,BAINBRIDGE CC URBANA APARTMENTS LLC,12765 W FOREST HILL BLVD SUITE 13,WELLINGTON,FL,33414,800910794,INVESTMENTS,DE,BLUE ATLANTIC URBANA LLC,Excluded,0,15916084,false,false,0.8559
201931299349301613,042103580,BAYNORTH REALTY FUND IV LIMITED PARTNERSHIP,200 CLARENDON STREET 54TH FLOOR,BOSTON,MA,02116,043423446,INVESTMENTS,MA,HARVARD PRIVATE CAPITAL REALTY INC,Excluded,-540926,0,false,false,0.9492
201931299349301613,042103580,BCC CAMBRIDGE FINANCING SOLUTION (REVOLVERS) LP,MAPLES FIDUCIARY SERVICES DELAWARE,WILMINGTON,DE,19807,823380137,INVESTMENTS,DE,BCC CAMBRIDGE (GP REVOLVERS) SARL,Excluded,189709,4031113,false,false,1
201931299349301613,042103580,BCC CAMBRIDGE FINANCING SOLUTION (TL) LP,MAPLES FIDUCIARY SERVICES DELAWARE,WILMINGTON,DE,19807,823376244,INVESTMENTS,DE,BCC CAMBRIDGE (GP LOANS) SARL,Excluded,6551057,115752841,false,false,1
201931299349301613,042103580,BH INVESTMENTS FUND LLC,655 THIRD AVENUE - 11TH FLOOR,NEW YORK,NY,10017,043070522,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,55181151,214820420,false,false,1
201931299349301613,042103580,BLACKSTONE EDISON MANAGED PARTNERSTE LP,C/O THE BLACKSTONE GROUP 345 PARK,NEW YORK,NY,10154,811172959,INVESTMENTS,DE,ATLANTIC BREP VIII LLC,Excluded,141656,118731132,false,-4230,false,0.7616
201931299349301613,042103580,BLC FIC FIDC-NP,INVESTMENTS,BLC MASTER FUND LP,Excluded,1884832,65012544,false,false,0.5304
201931299349301613,042103580,BLC II MASTER FUND LP,PO BOX 309 UGLAND HOUSE,GRAND CAYMAN,GRAND CAYMAN,CJ,KY11104,981386749,INVESTMENTS,CJ,BLC II FUND B LP,Excluded,-16941,13667843,false,false,0.5561
201931299349301613,042103580,BLC MASTER FUND LP,PO BOX 309 UGLAND HOUSE,GEORGE TOWN,GRAND CAYMAN,CJ,KY11104,981251228,INVESTMENTS,CJ,BLC FUND B LP,Excluded,2129624,69019569,false,false,0.5700
201931299349301613,042103580,BLUE ATLANTIC ACQUISITION GROUP II LLC,353 NORTH CLARK STREET SUITE 730,CHICAGO,IL,60654,900909419,INVESTMENTS,DE,ATLANTIC STUDENT HOUSING LLC,Excluded,0,79819390,false,false,0.951
201931299349301613,042103580,BLUE ATLANTIC ACQUISITION GROUP LLC,353 NORTH CLARK STREET SUITE 730,CHICAGO,IL,60654,274668306,INVESTMENTS,DE,ATLANTIC STUDENT HOUSING LLC,Excluded,28096364,23105763,false,false,0.951
201931299349301613,042103580,CA ATLANTIC URBAN LV LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,815215845,INVESTMENTS,DE,ATLANTIC URBAN LV INVESTMENT LLC,Excluded,-96356,24997614,false,false,0.9704
201931299349301613,042103580,CA USQUARE LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,473889463,INVESTMENTS,DE,ATLANTIC USQUARE LLC,Excluded,-3585591,69683917,false,-3884117,false,0.8733
201931299349301613,042103580,CCC INVESTORS HOLDINGS II LP,C/O CRRF GP II LLC GENERAL PARTNER,NEWTON LOWER FALLS,MA,02462,472033623,INVESTMENTS,DE,ATLANTIC CRI II LLC,Excluded,0,8343974,false,false,1
201931299349301613,042103580,CERBERUS MA PARTNERS LP,C/O CERBERUS CAPITAL MANAGEMENT L,GEORGE TOWN,GRAND CAYMAN,CJ,KYI9005,364762301,INVESTMENTS,CJ,ATLANTIC CIREP EUROPE LLC,Excluded,1441769,47278958,false,false,0.9852
201931299349301613,042103580,CH NBS II LIMITED,C/O CRESTBRIDGE CORP SERVICES LTD,ST HELIER,CHANNEL ISLANDS,JE,JE10BD,814342773,INVESTMENTS,JE,ATLANTIC NBS LIMITED,Excluded,189520,11026699,false,false,0.873
201931299349301613,042103580,CH NBS LIMITED,C/O CRESTBRIDGE CORP SERVICES LTD,ST HELIER,CHANNEL ISLANDS,JE,JE10BD,981207239,INVESTMENTS,JE,ATLANTIC NBS LIMITED,Excluded,50045,5303437,false,false,0.776
201931299349301613,042103580,CH OCEANSIDE LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,462568911,INVESTMENTS,DE,CROWN ATLANTIC 2756 LONG BEACH ROAD LLC,Excluded,136965,5051146,false,false,0.7772
201931299349301613,042103580,CHEROKEE INVESTMENT PARTNERS III PARALLEL FUND LP,111 EAST HARGETT STREET SUITE 300,RALEIGH,NC,27601,710890767,INVESTMENTS,DE,HPC CHEROKEE VENTURES LLC,Excluded,-155389,476943,false,-155389,false,0.5305
201931299349301613,042103580,CORAL SENIOR HOUSING II LLC,1275 PENNSYLVANIA AVENUE NORTH WEST,WASHINGTON,DC,20004,320410036,INVESTMENTS,DE,CORAL LIVING II LLC,Excluded,11680916,65118162,false,false,0.9655
201931299349301613,042103580,CORAL SENIOR HOUSING III LLC,1275 PENNSYLVANIA AVENUE NORTH WEST,WASHINGTON,DC,20004,383931197,INVESTMENTS,DE,CORAL LIVING III LLC,Excluded,10403853,115924782,false,false,0.9655
201931299349301613,042103580,CORAL SENIOR HOUSING IV LLC,1275 PENNSYLVANIA AVENUE NORTH WEST,WASHINGTON,DC,20004,814574488,INVESTMENTS,DE,CORAL LIVING III LLC,Excluded,733535,75357580,false,false,0.9655
201931299349301613,042103580,CORAL SENIOR HOUSING LLC,1275 PENNSYLVANIA AVENUE NORTH WEST,WASHINGTON,DC,20004,273934030,INVESTMENTS,DE,CORAL LIVING LLC,Excluded,-5164,150767,false,false,0.6759
201931299349301613,042103580,CORAL SENIOR HOUSING V LLC,1275 PENNSYLVANIA AVE NW 2ND FLOO,WASHINGTON,DC,20004,822658473,INVESTMENTS,DE,CORAL LIVING V LLC,Excluded,0,9371248,false,false,0.995
201931299349301613,042103580,CORAL-FSP INVESTMENT FUND II LLC,178 SOUTH MAIN STREET SUITE 375,ALPARETTA,GA,30009,901033350,INVESTMENTS,DE,CSH PROGRAM REIT II INC,Excluded,490610,15994950,false,false,0.8207
201931299349301613,042103580,CROSSPOINT TECHNOLOGY HOLDINGS LLC,300 THIRD AVENUE SUITE 2,WALTHAM,MA,02451,043520886,INVESTMENTS,DE,BAYNORTH REALTY FUND IV LIMITED PARTNERSHIP,Excluded,-475510,36650275,false,false,0.8543
201931299349301613,042103580,CROWN 144 FULTON LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,473233984,INVESTMENTS,DE,144 FULTON MMEE JV LLC,Excluded,0,25734039,false,false,0.7464
201931299349301613,042103580,CROWN ATLANTIC INTL OLIVE LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,471830643,INVESTMENTS,DE,CROWN ATLANTIC RETAIL I LLC,Excluded,-580845,10014416,false,false,0.7979
201931299349301613,042103580,CROWN ATLANTIC RETAIL II LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,364806500,INVESTMENTS,DE,ATLANTIC URBAN RETAIL INC,Excluded,-3255635,71334235,false,false,0.8635
201931299349301613,042103580,CROWN ATLANTIC RETAIL LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,461605646,INVESTMENTS,DE,ATLANTIC URBAN RETAIL INC,Excluded,2537924,29231648,false,false,0.8626
201931299349301613,042103580,CROWN ICS 5TH ACQUISITIONS LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,471827246,INVESTMENTS,DE,ATLANTIC URBAN RETAIL INC,Excluded,-178371,38563615,false,false,0.5878
201931299349301613,042103580,CROWN SRP LLC,C/O CROWN ACQUISITIONS INC 667 MA,NEW YORK,NY,10065,472106149,INVESTMENTS,DE,ATLANTIC URBAN RETAIL INC,Excluded,-144148,2821616,false,false,0.7763
201931299349301613,042103580,CVI CHVF LP,9320 EXCELSIOR BLVD MS144-7-2,HOPKINS,MN,55343,800941373,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,9973088,51750110,false,-18733,false,0.9999
201931299349301613,042103580,DS CO-INVESTORS LLC,7121 FAIRWAY DRIVE SUITE 410,PALM BEACH GARDENS,FL,33418,550911808,INVESTMENTS,DE,HARVARD PRIVATE CAPITAL REALTY INC,Excluded,-9398090,0,false,false,0.5
201931299349301613,042103580,EAE ATLANTIC LLC,C/O AE REAL ESTATE HOLDINGS LLC 1,NEW YORK,NY,10024,364743445,INVESTMENTS,DE,ATLANTIC WFH INVESTOR LLC,Excluded,12121957,253760008,false,false,0.8821
201931299349301613,042103580,EDGE PRINCIPAL INVESTMENTS III PV LP,1700 BROADWAY 37TH FLOOR,NEW YORK,NY,10019,475253229,INVESTMENTS,DE,ATLANTIC FUND HOLDINGS LLC,Excluded,0,0,false,false,0.851
201931299349301613,042103580,EVOLUTION CREDIT PARTNERS I LP,125 HIGH STREET HIGH STREET TOWER,BOSTON,MA,02210,INVESTMENTS,DE,EVOLUTION CREDIT PARTNERS I (CAYMAN) LP,Excluded,-586173,138086563,false,false,1
201931299349301613,042103580,GBE INVESTMENTS LP,MAPLES CORPORATE SERVICES LTD PO B,GEORGE TOWN,GRAND CAYMAN,CJ,KY11104,INVESTMENTS,CJ,BLUE MARBLE HOLDINGS CORP,Excluded,-3101024,227731006,false,false,0.989
201931299349301613,042103580,GERRITY ATLANTIC RETAIL PARTNERS LLC,973 LOMAS SANTA FE DRIVE,SOLANA BEACH,CA,92075,274257497,INVESTMENTS,DE,ATLANTIC RETAIL WEST LLC,Excluded,4874478,-18641856,false,false,0.9537
201931299349301613,042103580,GREENFIELD BLR FINANCE PARTNERS LP,C/O GREENFIELD PARTNERS LLC 2 POS,WESTPORT,CT,06880,274267038,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,0,288588,false,false,0.691
201931299349301613,042103580,GREENFIELD BLR PARTNERS LP,2 POST ROAD WEST,WESTPORT,CT,06880,201221910,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,27089,0,false,false,0.691
201931299349301613,042103580,GUEPARDO MASTER FUND LLC,980536488,INVESTMENTS,DE,ITAY LLC,Excluded,-563662,32285000,false,false,0.8707
201931299349301613,042103580,HAMPDEN INSURANCE PARTNERS I LP,C/O MOURANT OZANNES CORPORATE SERVI,CAMANA BAY,GRAND CAYMAN,CJ,KY11108,INVESTMENTS,CJ,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,1632,38862915,false,false,0.99
201931299349301613,042103580,HARVARD COMMINGLED ACCOUNT,HMC INC 600 ATLANTIC AVE,BOSTON,MA,02210,043344621,INVESTMENTS,MA,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,Excluded,498792691,3805080634,false,true,0.9536
201931299349301613,042103580,HARVARD INVESTMENT ASSOCIATES,600 ATLANTIC AVENUE,BOSTON,MA,02210,043507407,INVESTMENTS,DE,HARVARD PRIVATE CAPITAL HOLDINGS INC,Excluded,161224,0,false,-109875,false,1
201931299349301613,042103580,HB INSTITUTIONAL LIMITED PARTNERSHIP,10 ST JAMES AVE STE 1700,BOSTON,MA,02116,043425685,INVESTMENTS,MA,HARVARD PRIVATE CAPITAL HOLDINGS INC,Excluded,151520840,1938665156,false,18741078,false,0.9803
201931299349301613,042103580,HLS SPV LLC,1345 AVENUE OF THE AMERICAS 42ND F,NEW YORK,NY,10105,472205984,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,992279,11294308,false,false,0.9944
201931299349301613,042103580,HMC JUWEEL HOLDINGS LP,MAPLES CORPORATE SERVICES LTD PO B,GEORGE TOWN,GRAND CAYMAN,CJ,KY11104,981196430,INVESTMENTS,CJ,HMC JUWEEL INVESTORS LP,Excluded,290267,23338344,false,false,1
201931299349301613,042103580,ILS PROPERTY & CASUALTY FUND II LP,C/O CREDIT SUISSE ASSET MGMT LLC,NEW YORK,NY,100103629,INVESTMENTS,ILS PROPERTY & CASUALTY FEEDER FUND II LP,Excluded,0,121043215,false,false,0.6133
201931299349301613,042103580,INDY BLUE EQUITY LLC,C/O US REALTY ADVISORS LLC 1370,NEW YORK,NY,10019,453668839,INVESTMENTS,DE,INDY BLUE MANAGER LLC,Excluded,2215214,41027818,false,false,0.698
201931299349301613,042103580,INTERNET ECONOMY HOLDINGS LLC,PO BOX 171305,SALT LAKE CITY,UT,84117,821208714,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,0,41970568,false,false,0.7957
201931299349301613,042103580,IRON POINT CO-INVESTMENT I LLC,201 MAIN STREET SUITE 2300,FORT WORTH,TX,76102,454748900,INVESTMENTS,DE,ATLANTIC T5 HOLDINGS LLC,Excluded,381035,0,false,false,0.7157
201931299349301613,042103580,ISLAND C-III ATLANTIC HOLDINGS LLC,300 N MAIN STREET SUITE 402,GREENVILLE,SC,29601,471180960,INVESTMENTS,DE,ATLANTIC C-III LLC,Excluded,1141794,17295877,false,567653,false,1
201931299349301613,042103580,JUS BG I - MASTER LP (FKA GAVEA JUS BG 1 - MASTER LP),3500 S DUPONT HIGHWAY,DOVER,DE,19901,462781217,INVESTMENTS,DE,GAVEA JUS BG 1 - FEEDER LP,Excluded,848094,3141808,false,false,1
201931299349301613,042103580,L-A SATURN ACQUISITION LP,2929 ARCH STREET SUITE 1650 THE C,PHILADELPHIA,PA,19104,300825127,INVESTMENTS,DE,HARVARD PRIVATE CAPITAL REALTY INC,Excluded,-6352802,239942392,false,-6352802,false,0.6583
201931299349301613,042103580,LIQUID REALTY PARTNERS IV (PF1) LP,10 MARKET STREET 769 CAMANA BAY,GEORGE TOWN,GRAND CAYMAN,CJ,KY19006,260346359,INVESTMENTS,CJ,HARVARD PRIVATE CAPITAL REALTY INC,Excluded,-154948,0,false,8223,false,1
201931299349301613,042103580,LIQUID REALTY PARTNERS IV INVESTMENTS AIV (PF1) LP,199 E LINDA MESA AVE 10,DANVILLE,CA,94526,INVESTMENTS,DE,LIQUID REALTY PARTNERS IV TAX EXEMPT (PF1) LIMITED,Excluded,0,0,false,false,1
201931299349301613,042103580,LIQUID REALTY PARTNERS IV INVESTMENTS II AIV (PF1) LP,199 E LINDA MESA AVE 10,DANVILLE,CA,94526,INVESTMENTS,DE,LIQUID REALTY PARTNERS IV TAX EXEMPT (PF1) II LP,Excluded,0,0,false,false,1
201931299349301613,042103580,LIQUID REALTY PARTNERS IV TAX EXEMPT (PF1) LP,10 MARKET STREET 769 CAMANA BAY,GEORGE TOWN,GRAND CAYMAN,CJ,KY19006,260489545,INVESTMENTS,CJ,HARVARD PRIVATE CAPITAL REALTY INC,Excluded,0,0,false,false,1
201931299349301613,042103580,LMA RESEARCH COMPLEX PRIMARY CONDOMINIUM ASSOCIATION LLC,181 A LONGWOOD AVENUE,BOSTON,MA,02116,001330896,REAL ESTATE,MA,PRESIDENT AND FELLOWS OF HARVARD COLLEGE,Excluded,0,0,false,true,0.642
201931299349301613,042103580,LONGFELLOW ATLANTIC HOLDINGS LLC,260 FRANKLIN STREET SUITE 1920,BOSTON,MA,02210,800965922,INVESTMENTS,DE,ATLANTIC SCIENCE LLC,Excluded,2547453,153789310,false,false,0.9607
201931299349301613,042103580,LUBERT-ADLER CAPITAL REAL ESTATE FUND III LP,2929 ARCH STREET SUITE 1650 THE C,PHILADELPHIA,PA,19104,522279515,INVESTMENTS,DE,HARVARD PRIVATE CAPITAL REALTY INC,Excluded,-533114,8703237,false,-557708,false,0.7786
201931299349301613,042103580,LUBERT-ADLER REAL ESTATE FUND VII LP,2929 ARCH STREET SUITE 1650 THE C,PHILADELPHIA,PA,19104,800955742,INVESTMENTS,DE,ATLANTIC LAREF VII LLC,Excluded,40139,0,false,-327822,false,0.9804
201931299349301613,042103580,LUBERT-ADLERLARAMAR URBAN NEIGHBORHOOD CAPITAL FUND LP,171 17TH STREET SUITE 1575,ATLANTA,GA,30363,611804548,INVESTMENTS,DE,ATLANTIC FUND HOLDINGS LLC,Excluded,-444010,4958149,false,false,1
201931299349301613,042103580,MCRB LLC,1503 LBJ FREEWAY SUITE 300,DALLAS,TX,75234,461235435,INVESTMENTS,DE,SAPPHIRE HOSPITALITY LLC,Excluded,30161124,4924697,false,false,0.7257
201931299349301613,042103580,MCRS LLC,1503 LBJ FREEWAY SUITE 300,DALLAS,TX,75234,273637201,INVESTMENTS,MD,SAPPHIRE HOSPITALITY LLC,Excluded,38317840,638475,false,false,0.8336
201931299349301613,042103580,MDH ATLANTIC HOLDINGS II LLC,3715 NORTHSIDE PARKWAY NW BUILDING,ATLANTA,GA,30327,821549241,INVESTMENTS,DE,ATLANTIC SOUTHEAST INDUSTRIAL II LLC,Excluded,231490,25366577,false,false,0.99
201931299349301613,042103580,MDH ATLANTIC HOLDINGS LLC,3715 NORTHSIDE PARKWAY NW BUILDING,ATLANTA,GA,30327,465214306,INVESTMENTS,DE,ATLANTIC SOUTHEAST INDUSTRIAL LLC,Excluded,8123047,184016119,false,false,0.9508
201931299349301613,042103580,MOUNTAIN CAPITAL PARTNERS NPI LP,811 LOUISIANA STREET SUITE 2550,HOUSTON,TX,77002,810788984,INVESTMENTS,DE,HARVARD MANAGEMENT PRIVATE EQUITY CORPORATION,Excluded,812990,134806833,false,-213254,false,0.7338
201931299349301613,042103580,NAVITAS CAPITAL II LP,9460 WILSHIRE BLVD SUITE 850,BEVERLY HILLS,CA,90212,300934660,INVESTMENTS,DE,ATLANTIC FUND HOLDINGS LLC,Excluded,50600,2428891,false,-7714,false,0.6061
201931299349301613,042103580,NIMBUS WEATHER MASTER FUND LTD,981059620,INVESTMENTS,NIMBUS WEATHER FUND LTD,Excluded,847892,171797749,false,false,0.7215
201931299349301613,042103580,OAK 1425 HARRISON STREET PROPERTY LLC,220 MONTGOMERY STREET 20TH FLOOR,SAN FRANCISCO,CA,94104,814003488,INVESTMENTS,DE,OAK-MOSSER REIT INC,Excluded,-386309,15748615,false,false,0.9025
201931299349301613,042103580,OAK-MOSSER II LLC,220 MONTGOMERY ST 20TH FLOOR,SAN FRANCISCO,CA,94104,821988562,INVESTMENTS,DE,ATLANTIC OAK II LLC,Excluded,0,9778350,false,false,0.93
201931299349301613,042103580,OAK-MOSSER LLC,220 MONTGOMERY STREET 20TH FLOOR,SAN FRANCISCO,CA,94104,813349445,INVESTMENTS,DE,ATLANTIC OAK LLC,Excluded,0,21476558,false,false,0.9025
201931299349301613,042103580,PAG ASIA ALPHA LP,PO BOX 472 2ND FLOOR HARBOR PLACE,GEORGE TOWN,GRAND CAYMAN,CJ,KY11106,981269265,INVESTMENTS,CJ,PAG ASIA ALPHA FEEDER LIMITED,Excluded,2440898,118368759,false,false,0.5539
201931299349301613,042103580,PREMIER A-1 ST LOUIS HOLDINGS LLC,3519 FEE FEE RD 221,BRIDGETON,MO,63044,814162579,INVESTMENTS,DE,PSI ATLANTIC HOLDINGS III LLC,Excluded,-251318,17454935,false,false,0.9479
201931299349301613,042103580,PREMIER A-2 DMV HOLDINGS LLC,1802 CEDAR STREET,LEWES,DE,19958,815118269,INVESTMENTS,DE,PSI ATLANTIC HOLDINGS III LLC,Excluded,4,0,false,false,0.9479
