object_id,ein,BsnssNmLn1Txt,TrnsctnTxt,MthdOfAmntDtrmntnTxt
201931299349301613,042103580,STUDENT CLUBS OF HBS INC,A,14475,CASH
201931299349301613,042103580,STUDENT CLUBS OF HBS INC,L,155726,COST
201931299349301613,042103580,TRUSTEES FOR HARVARD UNIVERSITY,C,10456327,CASH
201931299349301613,042103580,TRUSTEES FOR HARVARD UNIVERSITY,E,4190638,CASH
201931299349301613,042103580,TRUSTEES FOR HARVARD UNIVERSITY,L,10530345,COST
201901209349301200,951684064,UNIVERSITY OF JUDAISM FOUNDATION,E,100000,FMV
201901209349301200,951684064,JEWISH TELEVISION NETWORK,Q,192371,EXPENSES PAID
201921299349302567,930386892,Rossman Trust,a(ii),24224,Cash Received
201921299349302567,930386892,Scott Walter Trust,a(ii),75000,Cash Received
201921299349302567,930386892,Vandervelden Trust,a(ii),97052,Cash Received
201921299349302567,930386892,Elise Eilers Elliott,a(ii),306083,Cash Received
201941309349302084,580566116,Avery Properties Inc,S,516746,Cash Received
201941309349302084,580566116,Ballykeel Inc,B,89512,Cash Contributed
201941309349302084,580566116,Avery Properties Inc,K,979160,Lease Payments
201931349349308168,951230865,CALIFORNIA STATE UNIVERSITY CHICO,P,2491201,COST
201931349349308168,951230865,CALIFORNIA STATE UNIVERSITY CHICO,M,707387,FAIR MARKET VALUE
201941359349301474,042133255,SUFFOLK UNIVERSITY MADRID CAMPUS SL,m,4360909,ACCRUAL METHOD
201921339349301672,150532200,Charitable Remainder Unitrusts (15),s,1726872,A charitable remainder unitrust invested with the Hamilton endowment matured and the proceeds were transferred to a College endowment as stipulated in the agreement.
201931029349301218,951643334,FUNDACION LMU - CASA DE LA MATEADA,P,160521,WIRE TRANSFER
201912199349300406,010211534,Eastern Maine Healthcare Systems EMHS,m,16867677,FMV
201912199349300406,010211534,Eastern Maine Healthcare Systems EMHS,p,17536181,FMV
201912199349300406,010211534,Eastern Maine Healthcare Systems EMHS,r,1563455,FMV
201912199349300406,010211534,Eastern Maine Medical Center,p,428097,FMV
201912199349300406,010211534,EMHS Foundation,m,436465,FMV
201912199349300406,010211534,EMHS Foundation,s,411884,FMV
201912199349300406,010211534,VNA Home Health & Hospice,l,90232,FMV
201912199349300406,010211534,WorkHealth LLC,m,122246,FMV
201912199349300406,010211534,Beacon Health LLC,m,457949,FMV
201912199349300406,010211534,Alliance Healthcare Documentation LLC,m,79084,FMV
201912199349300406,010211534,Affiliated Laboratory Inc,m,472580,FMV
201901349349310300,160743209,HIGHLAND HOSPITAL OF ROCHESTER INC,M,2261338,SERVICE COST
201901349349310300,160743209,HIGHLAND HOSPITAL OF ROCHESTER INC,R,34659358,PATIENT COST
201901349349310300,160743209,HIGHLAND HOSPITAL OF ROCHESTER INC,K,666046,FMV RENT
201901349349310300,160743209,HIGHLAND HOSPITAL OF ROCHESTER INC,P,674222,NET EXPENSES
201901349349310300,160743209,HIGHLAND FACILITIES DEVELOPMENT CORP,K,182452,FMV RENT
201901349349310300,160743209,VISITING NURSE SERVICE OF ROCHESTER & MC INC,B,2900000,FMV GIFT
201901349349310300,160743209,VISITING NURSE SERVICE OF ROCHESTER & MC INC,P,673212,NET EXPENSES
201901349349310300,160743209,THE MEADOWS AT WESTFALL INC,B,1398438,FMV GIFT
201901349349310300,160743209,HIGHLAND FOUNDATION INC,B,83400,NET EXPENSES
201901349349310300,160743209,THE FREDERICK FERRIS THOMPSON HOSPITAL,K,361548,RENTAL COST
201901349349310300,160743209,THE FREDERICK FERRIS THOMPSON HOSPITAL,M,58835,SERVICE COST
201901349349310300,160743209,THE FREDERICK FERRIS THOMPSON HOSPITAL,R,956920,PATIENT COST
201901349349310300,160743209,ACCOUNTABLE HEALTH PARTNERS LLC,R,14789452,FMV COST
201901349349310300,160743209,COMMUNITY CARE OF ROCHESTER,P,149737,NET EXPENSES
201901349349310300,160743209,JONES MEMORIAL HOSPITAL,P,376557,RENTAL COST
201901349349310300,160743209,NICHOLAS H NOYES MEMORIAL HOSPITAL,P,348296,NET EXPENSES
201901349349310300,160743209,HIGHLAND HOSPITAL OF ROCHESTER INC,L,75148080,SERVICE COST
201901349349310300,160743209,HIGHLAND HOSPITAL OF ROCHESTER INC,Q,698383,NET EXPENSES
201901349349310300,160743209,VISITING NURSE SERVICE OF ROCHESTER & MC INC,L,426042,SERVICE COST
201901349349310300,160743209,THE MEADOWS AT WESTFALL INC,J,675450,FMV RENT
201901349349310300,160743209,THE MEADOWS AT WESTFALL INC,L,94046,SERVICE COST
201901349349310300,160743209,THE MEADOWS AT WESTFALL INC,S,144000,FMV RES FUND
201901349349310300,160743209,THE HIGHLANDS LIVING CENTER INC,L,244347,SERVICE COST
201901349349310300,160743209,THE FREDERICK FERRIS THOMPSON HOSPITAL,L,4284125,SERVICE COST
201901349349310300,160743209,JONES MEMORIAL HOSPITAL,L,71371,SERVICE COST
201901349349310300,160743209,NICHOLAS H NOYES MEMORIAL HOSPITAL,L,181818,SERVICE COST
201901349349310300,160743209,ST JAMES MERCY HOSPITAL INC,L,653997,SERVICE COST
201901349349310300,160743209,ACCOUNTABLE HEALTH PARTNERS LLC,L,5055286,SERVICE COST
201901349349310300,160743209,ACCOUNTABLE HEALTH PARTNERS LLC,S,5943052,GAIN SHARING CO
201911029349300421,750827465,GCM GrosvenorTCU Investment Fund LP (CS TCU Inv Fund),B,1821285,2017 K-1
201911029349300421,750827465,GCM GrosvenorTCU Investment Fund LP (CS TCU Inv Fund),S,9117822,2017 K-1
201911029349300421,750827465,LOVP I Feeder LP,B,1683750,2017 Tax Reporting Information
201911029349300421,750827465,Tritium I-A LP,B,2586762,2017 K-1
201911029349300421,750827465,Charitable Remainder Trusts (2),S,1153276,FMV
201920519349300417,362225483,CHICAGO URBAN LEAGUE DEVELOPMENT CORP,J
201901089349300125,410694747,CHARITABLE REMAINDER TRUSTS,S,2914493,FMV AT DATE OF DEATH
201901089349300125,410694747,S EUGENE BAILEY SCHOLARSHIP TRUST,S,144413,FMV
201901089349300125,410694747,PATRICIA V DAMON SCHOLARSHIP FUND,S,102000,FMV
201921029349301307,910565571,BENSON FAMILY FOUNDATION,C,540000,CASH
201921029349301307,910565571,GARFIELD COMMONS LLC,J,202088,CASH
201921029349301167,362515868,World Leaders Forum Inc,N
201921029349301167,362515868,World Leaders Forum Inc,O
201911059349300326,570314406,South Carolina Baptist Convention,C
201921349349310457,310538525,THE CHRIST HOSPITAL FOUNDATION,c,120334,FMV
201921349349310457,310538525,christ college of nursing & health sciences,j,1309834,FMV
201921349349310457,310538525,christ college of nursing & health sciences,q,100000,FMV
201911229349300816,132501829,MANHATTAN STRATFORD ARMS INC,R,1950000,COST
201911229349300816,132501829,MANHATTAN STRATFORD ARMS INC,S,1213431,COST
201911229349300816,132501829,MANHATTAN STRATFORD ARMS INC,O,66948,COST
201911069349300011,750800689,ALL TRANSACTIONS MARKED YES
201911069349300011,750800689,ABOVE ARE WITH 501(C)(3)
201911069349300011,750800689,ORGANIZATIONS
201901349349302095,430670936,STEPHENS COLLEGE ENDOWMENT FOUNDATION,C,2117623,ACTUAL
201901349349302095,430670936,STEPHENS COLLEGE ENDOWMENT FOUNDATION,E,613370,ACTUAL
201921059349300847,362722198,Springfield College in Illinois,D,1352935,Cost
201921059349300847,362722198,Springfield College in Illinois,K,598800,Cost
201921059349300847,362722198,Founders Woods LTD,S,4142735,Cost
201921059349300847,362722198,SPRINGFIELD COLLEGE IN ILLINOIS,S,647891,BOOK
201901349349303950,941156599,EMPLOYERS-CONTRIBUTION VEBA TRUST FOR ST MARY'S COLLEGE OF CALIFORNIA,B,1672790,CASH CONTRIBUTIONS
201901059349301405,582624570,Georgia Baptist Mission Board,C
201901059349301405,582624570,Georgia Baptist Mission Board,M
201901059349301405,582624570,Georgia Baptist Foundation Inc,C
201941339349301874,910564961,CVI GVF Holdings 13 Ltd,f,74400,Cash Dividends
201901349349309640,520610538,MEMORIAL HOSPITAL FOUNDATION,C,1080968,FMV
201941309349304264,520491660,MedStar Health Research Institute,Q,482052,FMV
201941309349304264,520491660,Franklin Square Hospital Center Inc,Q,72283,FMV
201941309349304264,520491660,MEDSTAR HEALTH INC,P,1347236,FMV
201941309349303229,250965600,PHOENIX-WASHINGTON INC,A,1445824,ACTUAL AMOUNT
201941309349303229,250965600,WASHINGTON HEALTH CARE SERVICES INC,B,9100000,ACTUAL AMOUNT
201941309349303229,250965600,THE WASHINGTON HOSPITAL FOUNDATION,C,1132866,ACTUAL AMOUNT
201941309349303229,250965600,WASHINGTON PHYSICIAN SERVICES ORG,J,739995,ACTUAL AMOUNT
201941309349303229,250965600,PHOENIX-WASHINGTON INC,L,997864,ACTUAL AMOUNT
201941309349303229,250965600,THE WASHINGTON HOSPITAL FOUNDATION,Q,389194,ACTUAL AMOUNT
201901349349300425,273792158,Academy of Interactive Entertainment - LA,b,113500,AIE - WA provided a gift promise to AIE - LA at year end in support of ongoing operations. This support comes with no expenditure restrictions and funds can be used for any operational purpose.
201901349349300425,273792158,Academy of Interactive Entertainment - LA,o,93933,"AIE - LA reimbursed AIE - WA an average of $7,500 per month for Corporate expenses, or shared expenses, primarily to cover the cost of shared employees. The method used to calculate the share amount is based on an allocated amount set by the Board of Directors at the start of the fiscal year."
201901349349300425,273792158,The Academy of Interactive Entertainment - Ltd,p,54715,"AIE - WA Reimbursed The AIE, Ltd. for shared purchases of software, certain marketing activities, and IT travel expenses. The amount is the actual amount reimbursed."
201901349349300425,273792158,The Academy of Interactive Entertainment - Ltd,r,119185,"In accordance with the curriculum licensing agreement between AIE - WA and AIE - AUS, Ltd., AIE - WA incurred a liability owed to AIE - AUS, Ltd. The amount is calculated as 5% of cash received from tuition and fees."
201921339349304827,060662150,MICHAEL'S DAIRY INC,L,5825,FEES FOR SERVICES
201921339349304827,060662150,MICHAEL'S DAIRY INC,D,244218,FMV
201901349349300845,020222111,Dartmouth Educational Loan Corporation,A,2102100,Cost
201901349349300845,020222111,Dartmouth Educational Loan Corporation,R,2034186,Cost
201901349349300845,020222111,Dartmouth Educational Loan Corporation,L,155224,Cost
201901349349300845,020222111,Foundation for Jewish Life at Dartmouth,L,98658,Cost
201901349349300845,020222111,Foundation for Jewish Life at Dartmouth,S,51000,Cost
201901349349300845,020222111,Foundation for Jewish Life at Dartmouth,R,177165,Cost
201901349349300845,020222111,Seven Lebanon Street Inc,K,1528555,Cost
201901349349300845,020222111,Seven Lebanon Street Inc,L,135608,Cost
201901349349300845,020222111,Seven Lebanon Street Inc,S,440000,Cost
201901349349300845,020222111,South Street Downtown Holding Inc,K,202686,Cost
201901349349300845,020222111,South Street Downtown Holding Inc,L,171708,Cost
201901349349300845,020222111,South Street Downtown Holding Inc,S,850000,Cost
201901349349300845,020222111,Charitable Remainder Trusts (2),S,1728516,Cost
201901349349300845,020222111,Dartmouth College Trust,C,612455,Cost
201901349349305585,310536715,111 RIVER PARK,A,560690,COST
201901349349305585,310536715,111 RIVER PARK,Q,1265841,COST
201901349349305585,310536715,111 RIVER PARK,S,1064174,COST
201911939349300921,750827446,HENDRICK PROVIDER NETWORK,A,169341,ACTUAL VALUE
201911939349300921,750827446,SHA LLC,B,4142376,ACTUAL VALUE
201911939349300921,750827446,HENDRICK ANESTHESIA NETWORK,B,3999009,ACTUAL VALUE
201911939349300921,750827446,HENDRICK PROVIDER NETWORK,B,27175825,ACTUAL VALUE
201911939349300921,750827446,HENDRICK SURGERY CENTER,B,93474,ACTUAL VALUE
201911939349300921,750827446,HENDRICK MEDICAL CENTER FOUNDATION,S,1058717,ACTUAL VALUE
201911939349300921,750827446,HENDRICK SURGERY CENTER,R,1299014,ACTUAL VALUE
201911939349300921,750827446,HENDRICK HOSPICE CARE,S,595157,ACTUAL VALUE
201911939349300921,750827446,HENDRICK SOUTHWESTERN HEALTH DEV CORP,R,207870,ACTUAL VALUE
201911939349300921,750827446,HENDRICK MEDICAL CENTER FOUNDATION,C,589682,ACTUAL VALUE
201911939349300921,750827446,HENDRICK SURGERY CENTER,S,1245317,ACTUAL VALUE
201941359349306924,362174823,Circle Imaging,O,1921922,FMV
201941359349306924,362174823,Circle Imaging,S,155832,FMV
201941359349306924,362174823,Rush Master Retirement Trust,Q,34000000,FMV
201941359349306924,362174823,Copley Memorial Hospital,P,81649,FMV
201941359349306924,362174823,Copley Memorial Hospital,E,621247,FMV
201941359349306924,362174823,Rush University Medical Center Insurance Co,P,2199049,FMV
201941359349306924,362174823,Rush Surgicenter,P,129500,FMV
201941359349306924,362174823,Surgicenter,O,213225,FMV
201941359349306924,362174823,Rush Health,Q,3720583,FMV
201941359349306924,362174823,Rush Health,S,3666139,FMV
201941359349306924,362174823,Rush Health,R,12365382,FMV
201941359349306924,362174823,Rush Oak Park Hospital,K,105819,FMV
201941359349306924,362174823,Circle Imaging,P,258078,FMV
201911339349302481,470757164,ALEGENT CREIGHTON CLINIC,J,725874,FMV
201911339349302481,470757164,ALEGENT CREIGHTON CLINIC,Q,1033271,COST
201911339349302481,470757164,CHI HEALTH FOUNDATION,C,319038,BOOK
201911339349302481,470757164,CHI HEALTH FOUNDATION,B,88284,BOOK
201911339349302481,470757164,CHI HEALTH FOUNDATION,S,107124,BOOK
201901349349304715,041591060,NEW ENGLAND EYE INSTITUTE INC,D,1090656,BOOK VALUE
201901349349304715,041591060,NEW ENGLAND EYE INSTITUTE INC,D,2270078,BOOK VALUE
201901349349304715,041591060,NEW ENGLAND EYE INSTITUTE INC,O,54807,BOOK VALUE
201910609349300211,741400699,BEECHNUT STREET INC,J,32835,ACTUAL
201910609349300211,741400699,BEECHNUT STREET INC,O,587944,ACTUAL
201910609349300211,741400699,HB HOUSING PARTNERSHIP,J,0,ACTUAL
201921359349307292,020223339,Sisters of the Presentation of Mary,M,400362,Salaries and Benefits
201910609349300841,231585611,THE MARY LOUISE CURTIS BOK FOUNDATION,C,4564152,CASH
201901969349300910,362167854,AUDITORIUM THEATRE OF ROOSEVELT UNIVERSITY,J,100000,CASH
201901969349300910,362167854,AUDITORIUM THEATRE OF ROOSEVELT UNIVERSITY,K,135025,CASH
201901969349300910,362167854,ROOSEVELT UNIVERSITY DEVELOPMENT CORPORTATION,K,474874,CASH
201921349349310287,150532081,DRUMLINS INC,p,165000,COST
201921349349310287,150532081,DRUMLINS INC,r,399696,COST
201921349349310287,150532081,DRUMLINS INC,k,108716,COST
201921349349310287,150532081,DRUMLINS INC,m,272931,COST
201921349349310287,150532081,DRUMLINS INC,q,285000,COST
201921349349310287,150532081,DRUMLINS INC,a(i),2012,COST
201921349349310287,150532081,SU ISTANBUL EGITIM DESTEK VE DANISMA,r,8000,COST
201921349349310287,150532081,SU LONDON USA,r,14823197,COST
201921349349310287,150532081,SYRACUSE UNIVERSITY ALUMNI ASSOCIATION,c,112396,COST
201940529349301119,480543736,ASSOCIATED COLLEGES OF CENTRAL KS,L,73264,INVOICES
201921279349300937,340714670,Hiram College Property Management,d,231028,Hiram College loaned Hiram College Property Management funds to purchase rental property. This was done in prior years. The value assigned to the property was the purchase price of the property.
201930819349300708,381358014,Genevieve U Gilmore Endowment For The Arts,PNC Bank,c,97298,Cash Grant
201930819349300708,381358014,Dorothy Hinkley Heyl Irrev Charitable Trust,PNC Bank,c,146450,Cash Grant
201930819349300708,381358014,L Lee Stryker Memorial Trust,PNC Bank,c,103402,Cash Grant
201930819349300708,381358014,FW & Elsie Heyl Science Scholarship Fund PNC Bank,c,2140151,Cash Grant
201901359349308920,741109641,CATHOLIC CEMETERY ASSOCIATION OF AUSTIN INC,C,100000,FMV
201941309349302199,250969449,BENJAMIN GARVER LAMME SCHOLARSHIP FUND,C,62624,CASH
201941309349302199,250969449,JACK G BUNCHER CHARITABLE BUNCHER FUND,C,1057218,CASH
201941309349302199,250969449,MPC CORPORATION,C,3336337,CASH
201941309349302199,250969449,THE DIETRICH FOUNDATION,C,12768628,CASH
201941309349302199,250969449,ADVANCED ROBOTICS FOR MANUFACTURING INSTITUTE,Q,659838,CASH
201941309349302199,250969449,ADVANCED ROBOTICS FOR MANUFACTURING INSTITUTE,A,103677,CASH
201901359349308945,421315493,GLOBAL COUNTRY OF WORLD PEACE,B,200000,CASH
201901359349308945,421315493,GLOBAL COUNTRY OF WORLD PEACE,C,40000,CASH
201901359349308945,421315493,PLEASANT PLAIN INVESTMENT LTD,M,509910,CASH
201941339349300344,930845182,GLOBE HOTEL LLC,K,228647,LEASE AGREEMENT
201941309349300829,260812968,GEISINGER CLINIC,M,33685,GAAP
201941309349300829,260812968,GEISINGER MEDICAL CENTER,M,8530,GAAP
201941309349300829,260812968,GEISINGER SYSTEM SERVICES,M,208,GAAP
201941309349300829,260812968,GEISINFGER SYSTEM SERVICES,M,304266,GAAP
201941309349300829,260812968,GEISINGER SYSTEM SERVICES,M,2284,GAAP
201941309349300829,260812968,ISS SOLUTIONS INC,M,97533,GAAP
201941309349300829,260812968,GEISINGER ASSURANCE COMPANY,M,83676,GAAP
201941309349300829,260812968,GEISINGER COMMUNITY MEDICAL CENTER,L,18469,GAAP
201941309349300829,260812968,GEISINGER HEALTH,L,123,GAAP
201941309349300829,260812968,GEISINGER CLINIC,L,435,GAAP
201941309349300829,260812968,GEISINGER MEDICAL CENTER,L,8425,GAAP
201941309349300829,260812968,GEISINGER SYSTEM SERVICES,L,193,GAAP
201941309349300829,260812968,GEISINGER WYOMING VALLEY MEDICAL CT,L,8425,GAAP
201911029349301066,560529940,CAMPBELL UNIVERSITY FOUNDATION INC,Q,1471027,ACCRUAL BASIS.
201902179349301160,411978247,WHITE EARTH RESERVATION,C,600000,CONTRIBUTIONS RECEIVED
201901029349300045,160743045,WILLARD J HOUGHTON FOUNDATION,D,600000,OUTSTANDING LOAN PRINCIPAL
201901359349305455,910905644,NORTHWEST INDIAN COLLEGE FOUNDATION,c,260700,CASH
201901359349306355,141713034,BARD COLLEGE BERLIN,B,753788,ACTUAL AMOUNT
201901359349306355,141713034,BARD REAL ESTATE GMBH,F,179010,ACTUAL AMOUNT
201901359349306355,141713034,BARD COLLEGE BERLIN,O,95912,ACTUAL AMOUNT
201931309349302348,920158414,ILISAGVIK COLLEGE FOUNDATION,400000,R,400000,CASH TRANSFERRED OUT
201931309349302348,920158414,NORTH SLOPE BOROUGH,9443830,S,10603382,CASH TRANSFERRED IN
201931309349302348,920158414,NORTH SLOPE BOROUGH,2324793,C,2502422,VALUE OF PROPERTY USE
201931849349300203,560530240,WEBBER INTERNATIONAL UNIVERSITY,D,1801755,ACTUAL CASH TRANSFER
201931849349300203,560530240,WEBBER INTERNATIONAL UNIVERSITY,E,2155534,ACTUAL CASH TRANSFER
201931849349300203,560530240,WEBBER INTERNATIONAL UNIVERSITY,R,37257,AMOUNT PAID
201931849349300203,560530240,WEBBER INTERNATIONAL UNIVERSITY,A,154673,ALLOCATION
201931849349300203,560530240,WEBBER INTERNATIONAL UNIVERSITY,R,53865,AMOUNT PAID
201931849349300203,560530240,WEBBER INTERNATIONAL UNIVERSITY,Q,11689,AMOUNT PAID
201902179349300750,060646844,SAINT MARY'S HOSPITAL FOUNDATION INC,C,1322637,PER BOOKS
201902179349300750,060646844,SAINT MARY'S HOSPITAL FOUNDATION INC,O,438290,PER BOOKS
201902179349300750,060646844,SAINT MARY'S HOSPITAL FOUNDATION INC,S,524735,PER BOOKS
201902179349300750,060646844,JOHNSON MEMORIAL HOSPITAL INC,R,236007,PER BOOKS
201902179349300750,060646844,TRINITY HEALTH OF NEW ENGLAND CORPORATION INC,P,56415134,PER BOOKS
201902179349300750,060646844,TRINITY HEALTH OF NEW ENGLAND CORPORATION INC,O,12167542,PER BOOKS
201902179349300750,060646844,TRINITY HEALTH OF NEW ENGLAND CORPORATION INC,S,20429473,PER BOOKS
201902179349300750,060646844,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,O,98881,PER BOOKS
201902179349300750,060646844,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,R,6161228,PER BOOKS
201902179349300750,060646844,SAINT FRANCIS HOSPITAL AND MEDICAL CENTER,P,2720539,PER BOOKS
201902179349300750,060646844,FRANKLIN MEDICAL GROUP PC,O,271785,PER BOOKS
201902179349300750,060646844,FRANKLIN MEDICAL GROUP PC,R,39423711,PER BOOKS
201902179349300750,060646844,FRANKLIN MEDICAL GROUP PC,K,90768,PER BOOKS
201902179349300750,060646844,FRANKLIN MEDICAL GROUP PC,Q,13358851,PER BOOKS
201902179349300750,060646844,FRANKLIN MEDICAL GROUP PC,P,2894393,PER BOOKS
201902179349300750,060646844,THE MERCY HOSPITAL INC,O,822272,PER BOOKS
201902179349300750,060646844,TRINITY HEALTH CORPORATION,Q,230186,PER BOOKS
201902179349300750,060646844,DIAGNOSTIC IMAGING OF SOUTHBURYLLC,C,540000,PER TAX RETURN
201941309349301489,010211494,MAINE COLLEGE OF HEALTH PROFESSIONS,A,147888,COST
201941309349301489,010211494,MAINE COLLEGE OF HEALTH PROFESSIONS,L,229929,COST
201941309349301489,010211494,MAINE COLLEGE OF HEALTH PROFESSIONS,O,1137082,COST
201921419349300027,310537514,WILMINGTON COLLEGE HOLDINGS INC,D,9700000,FMV
