object_id,ein,Dsc,TtlRvnClmnAmt,RltdOrExmptFncIncmAmt
201932959349301018,850474926,TUITION AND FEES,49360,49360
201932959349301018,850474926,MISCELLANEOUS,111,111
202030579349300038,420680460,PARKING FEES,812930,525967,525967
202021999349300602,264078735,Students tuition fees,611600,5118881,5118881
202001359349300800,560543261,TUITION AND FEES,611110,16622778,16622778
202001359349300800,560543261,AUXILIARY SERVICES,611110,4596982,4596982
202001329349302540,210634981,TUITION AND FEES,900099,55218370,55218370
202001329349302540,210634981,RESIDENCE HALLS AND DINING SERVICES,900099,4477210,4477210
202001329349302540,210634981,BOOKSTORE COMMISSION,900099,42410,42410
202030979349300118,340714687,STUDENT TUITION,611710,67327055,67327055
202030979349300118,340714687,DORMITORIES,611710,7675448,7675448
202030979349300118,340714687,FOOD SERVICE,611710,4865307,4865307
202030979349300118,340714687,BOOK STORE SALES,451110,1017554,917712,99842
202030979349300118,340714687,RENTAL/HOUSING,611710,27965,27965
201923199349310042,930433696,TUITION AND FEES,611600,16282253,16282253
201923199349310042,930433696,AUXILIARY ENTERPRISES,611600,2070369,2070369
201923199349310042,930433696,PUBLIC SVC & PROGRAM,611600,682885,682885
201923139349300707,420681049,TUITION & FEES,611600,43065292,43065292
201923139349300707,420681049,DORM & DINING HALL,611710,7843405,7843405
201923139349300707,420681049,FINANCIAL AID FEES,611710,19504,19504
202001639349300110,640303093,Tuition and Fees,611600,7964208,7964208
202001639349300110,640303093,Sales and Services of Auxiliary Enterprises,611710,4372408,4372408
202011059349300821,741109633,TUITION AND FEES,611600,111551544,111551544
202011059349300821,741109633,RESIDENCE HALLS,611600,16318349,16318349
202011059349300821,741109633,FOOD SERVICE,611600,8327071,8327071
202031639349300828,465088319,SEMINAR FEES & TUITION,611310,104565,104565
202031189349300903,770342669,TUITION AND FEES,611600,1094114,1094114
202031189349300903,770342669,MEMBERSHIP FEES,611600,107817,107817
202031189349300903,770342669,PROGRAM EVENTS,611600,3440,3440
202030169349301028,392000481,Meat & Animal Sales,110000,312106,312106
202031699349301908,550357021,TUITION AND FEES,611310,21328709,21328709
202031699349301908,550357021,AUXILIARY ENTERPRISE REVENUE,611710,6264246,5647642,616604
202041219349301644,470491571,Tuition & Fees,611710,85901313,85901313
202041219349301644,470491571,Auxiliary Sales & Service,611710,1927448,1927448
202031429349300508,231484178,TUITION & FEES,900099,30368994,30368994
202031429349300508,231484178,AUXILIARY ENTERPRISES,900099,4096521,4096521
202031429349300508,231484178,STUDENT TRIP INCOME,900099,197196,197196
202040429349300919,750950119,"CAFETERIA, DORMS, AUXIL",611710,5118229,5118229
202040429349300919,750950119,TUITION AND FEES,611710,31685084,31685084
201913199349320871,203185510,TUITION,611710,993992,993992
201913199349320871,203185510,ACTON ON DEMAND,611710,28006,28006
201913199349320871,203185510,ACTON SUMMIT EVENT,611710,7427,7427
201922999349300202,251659759,EDUCATION SERVICES,40050,40050
202041209349301534,370661496,TUITION AND FEES,611710,115361265,115361265
202041209349301534,370661496,AUX. ENTERPRISE,611710,22806626,21544990,1261636
202041209349301534,370661496,OTHER STUDENT SERVICES,611710,1110472,1110472
202041209349301534,370661496,ATHLETIC DEPT. INCOME,611710,81218,81218
202021509349300122,366112087,TUITION AND FEES,611600,176979645,176979645,0,0
202021509349300122,366112087,RESIDENCE CENTERS,611600,27972121,27972121,0,0
202021509349300122,366112087,0,0,0,0
202021509349300122,366112087,0,0,0,0
202021509349300122,366112087,0,0,0,0
202021509349300132,730587210,STUDENT TUITION AND FEES,611310,41304191,41304191
202021509349300132,730587210,AUXILIARY SERVICE,611310,14041327,14041327
202021509349300132,730587210,SALES/SERVICE EDUCATION,611310,784835,784835
202021509349300132,730587210,ATHLETIC GATE RECEIPTS,611310,30431,30431
202021509349300132,730587210,STUDENT HEALTH,611310,9939,9939
202021399349301232,314421101,TUITION FEES,611310,2098774,2098774
202021399349301232,314421101,REGISTRATION AND TUITION - CCS,611310,285277,285277
202021399349301232,314421101,CULTURAL IMMERSION,611310,-10156,-10156
202031329349301208,911849962,TUITION AND FEES,611310,465137,465137
202031329349301208,911849962,HOUSING,611310,88520,88520
202031329349301208,911849962,BOOKSTORE,611310,67703,67703
202031329349301208,911849962,FOOD SERVICE,611310,59649,59649
202041899349300429,576000734,TUITION & FEES,611310,8842703,8842703
202041899349300429,576000734,AUXILIARY ENTERPRISES,611310,3147081,3147081
202041899349300429,576000734,OTHER INCOME,900000,-879,-879
202041899349301719,750859801,Tuition & Fees,611310,34169655,34169655
202041899349301719,750859801,Auxiliary Enterprises,611710,9132166,9132166
202041899349301719,750859801,Other Program Revenue,900099,855166,855166
202031909349302713,463187118,Educational programs,611000,238783,0,0
202001679349301450,370661228,TUITION & FEES,611310,32933461,32933461
202001679349301450,370661228,ROOM & BOARD,611310,7981500,7981500
202011969349300606,340714689,TUITION AND FEES,900099,36570511,36570511
202011969349300606,340714689,AUXILIARY OPERATIONS,900099,6390449,6390449
202011969349300806,560767736,TUITION AND FEES,611710,23784435,23784435
202011969349300806,560767736,ROOM AND BOARD,611710,6194673,6194673
202011969349300806,560767736,SWANNANOA GATHERING,611710,1117122,1117122
202011969349300806,560767736,CONFERENCES,611710,231166,231166
202011969349300806,560767736,AUXILIARY ENTERPRISES,611710,191751,191751
202031539349300028,150543659,Tuition & Fees,611310,168619212,168619212
202031539349300028,150543659,Auxiliary Enterprises - Room,721000,18679526,18679526
202031539349300028,150543659,Auxiliary Enterprises - Board,722320,10920137,10920137
202031539349300028,150543659,Auxiliary Enterprises - Other,900099,19007,19007
202031539349300028,150543659,Conferences & Workshops,611310,540607,525578,15029
202041359349303569,941196198,TUITION & FEES,611600,6339603,6339603
202041359349303569,941196198,FACILITIES RENTAL,611600,610300,610300
202011749349300331,943477000,GOVERNMENT FUNDING,900099,6287178,6287178
202031059349301343,620465076,Tuition and Fees - Instruction,611710,285040713,285040713
202031059349301343,620465076,Residence Halls - Student Services,721310,27264238,27264238
202031059349301343,620465076,BOOKSTORE SALES,451211,5864829,5864829
202031059349301343,620465076,Conferences/seminars/workshops,611710,4793618,4793618
202031059349301343,620465076,Study Abroad - Instruction,611710,4197510,4197510
202000419349300420,741109748,TUITION AND FEES,611600,39695552,39695552
202000419349300420,741109748,AUXILIARY ENTERPRISES,611600,6906546,6906546
202000419349300420,741109748,OTHER REVENUE,611600,1149550,1149550
202000419349300420,741109748,CONFERENCE REVENUE,611600,42397,42397
202000419349300535,042596491,TUITION AND FEES,900099,488873,488873
202000419349300535,042596491,PROJECT & WORKSHOP FEE,900099,90769,90769
202040709349300614,753128625,REGISTRATIONS,900099,889068,889068
202031989349301008,310604719,TUITION AND FEES,611710,6339323,6339323
202031989349301008,310604719,AUXILIARY SERVICES,611710,3682681,3682681
202031989349301013,660234412,TUITION REVENUE,26071145,26071145
202001619349300020,810703802,TUITION FEE - CRA,611600,2776032,2776032
202001619349300020,810703802,TUITION FEE - RMS,611600,2633664,2633664
202031009349301103,480730814,Student Tuition,611600,36182183,36182183
202031009349301103,480730814,Auxiliary Income,611710,4721620,4721620
202021399349301392,800470195,PROGRAM SERVICE REVENUES,25086,25086
202021399349301552,381374230,TUITION AND FEES,611310,42334750,42334750
202021399349301552,381374230,AUXILIARY,611310,11553819,11368773,185046
202021399349301552,381374230,OTHER AUXILIARY,721110,1101960,395895,706065
202031789349301263,112569522,PATIENT SERVICE REVENUE,621111,73009671,73009671
202041359349300629,580566199,GROSS TUITION & FEES,611310,29065974,29065974
202041359349300629,580566199,ROOM AND BOARD,611310,5616099,5616099
202041359349300629,580566199,CAMPUS BOOKSTORE,451211,135582,135582
202041359349300629,580566199,PROGRAM RENTS,900099,108148,108148
202041359349300629,580566199,OTHER MISC FEES,900099,99116,99116
202021369349304527,581216007,TUITION AND FEES,611710,68884502,68884502
202021369349304527,581216007,AUXILIARY ENTERPRISES,611710,6453392,6453392
202021369349304527,581216007,CLINICAL RECEIPTS,611710,526246,526246
202021369349304727,133643485,TUITION AND FEES,611110,5239495,5239495
202011709349301401,440545280,Clinical Revenues,621110,377242,377242
202011709349301401,440545280,Student Fees & Revenue,611600,71783200,71783200
202011709349301401,440545280,OPTI REVENUE,900099,306701,306701
202031979349302288,530196640,TUITION AND FEES,611310,32725900,32725900
202031979349302288,530196640,CONFERENCES AND WKSHPS,611710,862681,862681
201933199349314428,930999148,TUITION & FEES,611710,1242689,1242689
201933199349314428,930999148,CLINIC FEES,611710,1010388,1010388
201933199349314428,930999148,CONTINUING EDUCATION PROGRAM,611710,33758,33758
201933199349314428,930999148,MISC EDUCATION REVENUES,611710,2658,2658
202001819349300100,620479542,TUITION AND FEES,611600,137901185,137901185
202001819349300100,620479542,AUXILIARY ENTERPRISES,611600,10671378,10671378
202001819349300100,620479542,OTHER OPERATING REVENUES,2193211,2193211
202011359349304156,200363127,STUDENT TUITION/ FEES,611600,52590823,52590823
202011359349304156,200363127,MEDICAL CLINIC,624100,1795660,1795660
202011699349300536,620730291,TUITION,611110,1303942,1303942
202011699349300536,620730291,AUXILIARY ENTERPRISE,900099,409155,409155
202031979349302298,271928187,STUDENT TUITION & FEES,763020,763020
202031979349302298,271928187,"ROOM, BOARD & OTHER AUXILIARY",248117,248117
202011119349301656,237013253,MBA PROGRAM TUITION,611310,6836333,6836333
202011119349301656,237013253,NON-DEGREE BUSINESS PROGRAMS,611410,2782968,2782968
202040439349300224,580568687,TUITION,611600,4328660,4328660
202040439349300224,580568687,ROOM AND BOARD,611600,1935843,1935843
202040439349300224,580568687,OTHER,611600,276948,276948
202001909349300440,952544535,TUITION AND FEES,900099,401798918,401798918
202001909349300440,952544535,STUDENT RES & BOARD,721310,39878808,39878808
202001909349300440,952544535,BOOKSTORE,451211,5373787,5350223,23564
202001909349300440,952544535,PARKING SERVICES,611710,2669831,2669831
202001909349300440,952544535,STUDENT LOAN INTEREST,611710,781583,781583
202042529349301104,237088831,Central Tuition Fees,900099,222084248,222084248,0,0
202042529349301104,237088831,Research Revenue,900099,53005850,53005850,0,0
202042529349301104,237088831,Other Student Fees,900099,29105003,29105003,0,0
202042529349301104,237088831,Sales of Goods And Services,900099,16238214,16238214,0,0
202021339349300447,956192418,REGISTRATION AND BOOKS,35977,35977
202031369349303093,580566133,Tuition and Fees,611310,71002131,71002131,0,0
202031369349303093,580566133,Sales and Services Auxiliary,611310,23167039,23167039,0,0
202031369349303093,580566133,Sales and Services Educational,611310,2225403,2225403,0,0
202001129349301550,590722789,Tuition and fees,611600,99039697,99039697
202001129349301550,590722789,Auxiliary enterprises,611600,16364155,16364155
202011059349301501,370681530,Tuition and fees,900099,24317827,24317827
202011059349301501,370681530,Auxiliary enterprises,900099,5774420,5755074,19346
202011059349301501,370681530,Other program revenue,900099,919673,919673
202030379349300618,237133739,Student loan interest and Govt Subsidy,522294,39475043,39475043,0,0
202001369349303875,954559065,TUITION & FEES,988154,988154
202001369349303875,954559065,SPECIAL LECTURE & FEES,219591,219591
202001369349303875,954559065,SCHLOARSHIPS,-290928,-290928
202000609349300500,850297355,TUITION & FEES/IB,900099,9599019,9599019,0,0
202021679349301407,820200906,Tuition and Fees,611710,28035111,28035111
202021679349301407,820200906,Room and Board,611710,6703068,6500914,202154
202021679349301407,820200906,Athletics,611710,531832,507832,24000
202021679349301407,820200906,Academics,611710,111659,111659
202021149349300817,231352654,TUITION & FEES,900099,121464982,121464982
202021149349300817,231352654,RESIDENCE HALLS,900099,14340426,14340426
202021149349300817,231352654,ACADEMIC RELATED REVENUE,900099,2649528,2649528
202021149349300817,231352654,DINING SERVICES,900099,2211601,2211601
202021149349300817,231352654,CAMPUS STORE,900099,240243,240243
202031299349301698,410518750,TUITION REVENUE,900099,45602509,45602509
202031299349301698,410518750,EDUCATIONAL ACTIVITIES,611710,1263891,1263891
202031299349301698,410518750,PUBLIC HEALTH LAW CENTER INC - CO,611710,521606,521606
202031299349301698,410518750,AUX. & SUPP. SERVICES,611710,61421,61421
202021509349301027,480577656,TUITION & FEES,611310,12055349,12055349
202021509349301027,480577656,ROOM & BOARD,611310,1715239,1715239
202021509349301027,480577656,STUDENT ACTIVITIES,900099,149337,149337
202021509349301027,480577656,EXEMPT PURPOSE RENT INCOME,611310,32695,32695
202021509349301027,480577656,TESTING CENTER,611710,13760,13760
202031259349300928,111733439,TUITION AND FEES,900099,119476888,119476888
202031259349300928,111733439,CHILD STUDY CENTER,900099,1964184,1964184
202031259349300928,111733439,PERFORMANCE FEES,711130,19401,19401
202031189349301113,480556716,TUITION & FEES,611600,35947736,35947736
202031189349301113,480556716,AUXILIARY ENTERPRISES,611710,2264439,2215005,49434
202041619349301324,430719506,Tuition and fees,611310,34046532,34046532
202041619349301324,430719506,Auxiliary enterprises,611310,7468901,7468901
202041619349301324,430719506,Conference program,611310,1484220,1484220
202041069349300109,942155109,Student Tuition/Fees,611310,13951695,13951695
202041069349300109,942155109,Other School Revenue,611310,1266141,1266141
202041069349300219,042108346,TUITION & FEES,611310,59760215,59760215
202041069349300219,042108346,AUXILIARY ENTERPRISES,611710,10479282,10479282
202041069349300219,042108346,STUDENT ACTIVITIES,611710,344404,344404
202041069349300219,042108346,EDUCATIONAL SERVICES,611710,115384,115384
202020499349301762,880435559,TUITION & FEES,611310,90372269,90372269
202020499349301762,880435559,DENTAL CLINIC INCOME,621110,3636917,3636917
202020499349301762,880435559,ORTHODONTIC CLINIC INC,621110,701238,701238
202020499349301762,880435559,REIMBURSEMENT OF NURSI,900099,226427,226427
202000789349301225,930386908,Tuition and fees,611710,80740753,80740753,0,0
202000789349301225,930386908,Aux-dorm fees,611710,7155855,7155855,0,0
202000789349301225,930386908,Aux-cafeteria fees,611710,6255362,6255362,0,0
202000789349301225,930386908,Aux-bookstore fees,611710,1246817,1246817,0,0
202000789349301225,930386908,Other fees,611710,2041159,2041159,0,0
202000789349301305,231352620,Tuition & Fees,611310,109562000,109562000,0,0
202000789349301305,231352620,Room & Board,611310,12365000,12365000,0,0
202000789349301305,231352620,International Programs,611310,38382000,38382000,0,0
202000989349300740,811665556,CONF. & WORKSHOPS,900099,132025,132025
202031369349304568,131967321,GROSS TUITION & FEES,900099,147717744,147717744
202031369349304568,131967321,ROOM AND BOARD,721310,9888345,9888345
202031369349304568,131967321,AUXILIARY INCOME,900099,231411,231411
202031369349304568,131967321,NON TUITION REVENUE,900099,140623,140623
202030299349300713,930401259,Tuition and Fees,611310,189162825,189162825,0,0
202030299349300713,930401259,Room and Board,611310,27965252,27965252,0,0
202030299349300713,930401259,Athletics,611310,2514183,2336888,177295,0
202011059349300936,362167770,TUITION AND FEES,611310,68890800,68890800
202011059349300936,362167770,RESIDENCE HALL AND BOARD PLAN,611310,12959354,12959354
202011059349300936,362167770,GRADUATE PROGRAM,611310,214043,214043
202011059349300936,362167770,OTHER SOURCES,611310,937440,937440
202042099349300129,810420980,Fees,323983,323983
202010319349300826,562476881,Accrediting fees,611710,116214,116214,0,0
202010319349300826,562476881,Reimbursed travel,900099,134988,134988,0,0
